year,major_4digit,major_name,graduates,share_of_total
2017,5213,Management Sciences and Quantitative Methods,14125,0.002747895160942031
2018,5213,Management Sciences and Quantitative Methods,18282,0.0034967696672732426
2019,5213,Management Sciences and Quantitative Methods,23738,0.004463082087394285
2020,5213,Management Sciences and Quantitative Methods,36038,0.0067854653441931905
2021,5213,Management Sciences and Quantitative Methods,43382,0.008002183990098262
2022,5213,Management Sciences and Quantitative Methods,48037,0.008869925971007343
2023,5213,Management Sciences and Quantitative Methods,56747,0.010513247763014606
2013,1436,Manufacturing Engineering,636,0.0001277517598507956
2014,1436,Manufacturing Engineering,702,0.00013992124546651177
2015,1436,Manufacturing Engineering,656,0.00012980311084235887
2016,1436,Manufacturing Engineering,811,0.00015952935104010776
2017,1436,Manufacturing Engineering,1021,0.00019862661658915496
2018,1436,Manufacturing Engineering,920,0.00017596696717489242
2019,1436,Manufacturing Engineering,932,0.00017522927396796162
2020,1436,Manufacturing Engineering,966,0.00018188466403492486
2021,1436,Manufacturing Engineering,947,0.0001746823161362559
2022,1436,Manufacturing Engineering,941,0.00017375357201153088
2023,1436,Manufacturing Engineering,942,0.0001745198758129903
2013,3032,Marine Sciences,103,2.0689357334326958e-05
2014,3032,Marine Sciences,140,2.7904521887908332e-05
2015,3032,Marine Sciences,198,3.917837796766319e-05
2016,3032,Marine Sciences,216,4.2488705085897996e-05
2017,3032,Marine Sciences,219,4.2604533822747244e-05
2018,3032,Marine Sciences,243,4.647823154728137e-05
2019,3032,Marine Sciences,275,5.1703916675095974e-05
2020,3032,Marine Sciences,312,5.874535732805027e-05
2021,3032,Marine Sciences,334,6.160918013675763e-05
