year,major_4digit,major_name,graduates,share_of_total
2022,5117,Optometry,1746,0.0003223950443487066
2023,5117,Optometry,1789,0.00033143955183592314
2013,3106,Outdoor Education,165,3.3143145244310175e-05
2014,3106,Outdoor Education,205,4.08601927644372e-05
2015,3106,Outdoor Education,197,3.8980507371866915e-05
2016,3106,Outdoor Education,229,4.504589566977149e-05
2017,3106,Outdoor Education,238,4.630081757905865e-05
2018,3106,Outdoor Education,235,4.494808400663013e-05
2019,3106,Outdoor Education,216,4.06110763702572e-05
2020,3106,Outdoor Education,255,4.8013032431579546e-05
2021,3106,Outdoor Education,265,4.888153513844542e-05
2022,3106,Outdoor Education,313,5.77947588093615e-05
2023,3106,Outdoor Education,277,5.131847728258844e-05
2013,3800,PHILOSOPHY AND RELIGIOUS STUDIES,80,1.6069403754817054e-05
2014,3800,PHILOSOPHY AND RELIGIOUS STUDIES,134,2.6708613806997975e-05
2015,3800,PHILOSOPHY AND RELIGIOUS STUDIES,148,2.9284848177849257e-05
2016,3800,PHILOSOPHY AND RELIGIOUS STUDIES,140,2.7538975518637593e-05
2017,3800,PHILOSOPHY AND RELIGIOUS STUDIES,143,2.7819398797501623e-05
2018,3800,PHILOSOPHY AND RELIGIOUS STUDIES,219,4.1887788925327655e-05
2019,3800,PHILOSOPHY AND RELIGIOUS STUDIES,166,3.121036424751248e-05
2020,3800,PHILOSOPHY AND RELIGIOUS STUDIES,178,3.351497950125945e-05
2021,3800,PHILOSOPHY AND RELIGIOUS STUDIES,184,3.394038666216588e-05
2022,3800,PHILOSOPHY AND RELIGIOUS STUDIES,186,3.434448926051514e-05
2023,3800,PHILOSOPHY AND RELIGIOUS STUDIES,181,3.3533012231583055e-05
2013,4800,PRECISION PRODUCTION,20,4.017350938704263e-06
2014,4800,PRECISION PRODUCTION,14,2.790452188790833e-06
2015,4800,PRECISION PRODUCTION,1,1.9787059579627876e-07
2016,4800,PRECISION PRODUCTION,7,1.3769487759318795e-06
2017,4800,PRECISION PRODUCTION,18,3.5017425059792254e-06
2018,4800,PRECISION PRODUCTION,18,3.4428319664652866e-06
2019,4800,PRECISION PRODUCTION,14,2.632199394368522e-06
2020,4800,PRECISION PRODUCTION,39,7.3431696660062834e-06
2021,4800,PRECISION PRODUCTION,39,7.193886303393854e-06
2022,4800,PRECISION PRODUCTION,44,8.124502835820786e-06
2023,4800,PRECISION PRODUCTION,55,1.0189589352138498e-05
2013,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,15877,0.00318917404269038
2014,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,17213,0.0034308609661183294
2015,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,17172,0.003397833871013699
2016,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,16590,0.0032633685989585546
2017,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,14776,0.0028745415149082796
2018,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,14962,0.002861758437902979
2019,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,13768,0.0025885800901189865
2020,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,12645,0.002380881549401268
2021,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,13238,0.0024418632534443036
2022,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,12541,0.002315667956000647
2023,4400,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,11596,0.0021483359659526914
2013,1440,Paper Science and Engineering,30,6.026026408056396e-06
2014,1440,Paper Science and Engineering,31,6.178858418036845e-06
2015,1440,Paper Science and Engineering,32,6.33185906548092e-06
2016,1440,Paper Science and Engineering,33,6.491329943678861e-06
2017,1440,Paper Science and Engineering,37,7.19802626229063e-06
2018,1440,Paper Science and Engineering,51,9.754690571651646e-06
2019,1440,Paper Science and Engineering,44,8.272626668015355e-06
2020,1440,Paper Science and Engineering,45,8.472888076161097e-06
2021,1440,Paper Science and Engineering,27,4.980382825426515e-06
2022,1440,Paper Science and Engineering,43,7.939855044097586e-06
2023,1440,Paper Science and Engineering,48,8.89273252550269e-06
2013,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",395,7.934268103940921e-05
2014,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",307,6.119063013991327e-05
2015,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",319,6.312072005901292e-05
2016,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",285,5.6061485877226525e-05
2017,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",327,6.36149888586226e-05
2018,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",275,5.259882170988632e-05
2019,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",227,4.267923303726104e-05
2020,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",169,3.182040188602723e-05
2021,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",174,3.209580043052643e-05
2022,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",232,4.2838287679782325e-05
2023,3199,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",232,4.2981540539929664e-05
2013,3103,"Parks, Recreation, and Leisure Facilities Management",3827,0.0007687201021210608
2014,3103,"Parks, Recreation, and Leisure Facilities Management",4594,0.0009156669539503635
2015,3103,"Parks, Recreation, and Leisure Facilities Management",4486,0.0008876474927421065
2016,3103,"Parks, Recreation, and Leisure Facilities Management",4340,0.0008537082410777654
2017,3103,"Parks, Recreation, and Leisure Facilities Management",4145,0.0008063734826268827
2018,3103,"Parks, Recreation, and Leisure Facilities Management",4172,0.0007979719424496208
2019,3103,"Parks, Recreation, and Leisure Facilities Management",3676,0.000691140355264192
2020,3103,"Parks, Recreation, and Leisure Facilities Management",3605,0.0006787724781013501
2021,3103,"Parks, Recreation, and Leisure Facilities Management",3122,0.0005758798215178362
2022,3103,"Parks, Recreation, and Leisure Facilities Management",2826,0.0005218146594097623
2023,3103,"Parks, Recreation, and Leisure Facilities Management",2492,0.00046168103028234795
2013,3101,"Parks, Recreation, and Leisure Studies",3454,0.0006937965071142264
2014,3101,"Parks, Recreation, and Leisure Studies",3814,0.000760198903432017
2015,3101,"Parks, Recreation, and Leisure Studies",3875,0.0007667485587105802
2016,3101,"Parks, Recreation, and Leisure Studies",3660,0.0007199475028443827
2017,3101,"Parks, Recreation, and Leisure Studies",3654,0.0007108537287137828
2018,3101,"Parks, Recreation, and Leisure Studies",3541,0.0006772815551807544
2019,3101,"Parks, Recreation, and Leisure Studies",3561,0.0006695187173818791
2020,3101,"Parks, Recreation, and Leisure Studies",3224,0.0006070353590565195
2021,3101,"Parks, Recreation, and Leisure Studies",3106,0.0005729284835472131
2022,3101,"Parks, Recreation, and Leisure Studies",2818,0.0005203374770759767
2023,3101,"Parks, Recreation, and Leisure Studies",2361,0.00043741128109816353
2013,3907,Pastoral Counseling and Specialized Ministries,3113,0.0006253006736093187
2014,3907,Pastoral Counseling and Specialized Ministries,3131,0.0006240647002217213
2015,3907,Pastoral Counseling and Specialized Ministries,3068,0.0006070669879029832
2016,3907,Pastoral Counseling and Specialized Ministries,3151,0.0006198236561373361
2017,3907,Pastoral Counseling and Specialized Ministries,3123,0.0006075523247873956
2018,3907,Pastoral Counseling and Specialized Ministries,3145,0.0006015392519185182
2019,3907,Pastoral Counseling and Specialized Ministries,3055,0.0005743835106997025
2020,3907,Pastoral Counseling and Specialized Ministries,3028,0.0005701312243247956
2021,3907,Pastoral Counseling and Specialized Ministries,3116,0.0005747730697788525
2022,3907,Pastoral Counseling and Specialized Ministries,3465,0.0006398045983208869
2023,3907,Pastoral Counseling and Specialized Ministries,3433,0.0006360156408343903
2013,3005,Peace Studies and Conflict Resolution,1445,0.00029025360532138305
2014,3005,Peace Studies and Conflict Resolution,1332,0.00026549159396209925
2015,3005,Peace Studies and Conflict Resolution,1277,0.000252680750831848
2016,3005,Peace Studies and Conflict Resolution,1394,0.0002742095133784343
2017,3005,Peace Studies and Conflict Resolution,1354,0.0002634088529497706
2018,3005,Peace Studies and Conflict Resolution,1297,0.00024807517002808205
2019,3005,Peace Studies and Conflict Resolution,1310,0.0002462986576159117
2020,3005,Peace Studies and Conflict Resolution,1213,0.00022839140525296467
2021,3005,Peace Studies and Conflict Resolution,1175,0.00021673888221763535
2022,3005,Peace Studies and Conflict Resolution,961,0.00017744652784599488
2023,3005,Peace Studies and Conflict Resolution,1074,0.00019897489025812268
2013,1425,Petroleum Engineering,1623,0.000326008028675851
2014,1425,Petroleum Engineering,1980,0.00039464966670041786
2015,1425,Petroleum Engineering,2339,0.00046281932356749604
2016,1425,Petroleum Engineering,2610,0.0005134051864546009
2017,1425,Petroleum Engineering,2747,0.0005344048146624963
2018,1425,Petroleum Engineering,2818,0.0005389944711943987
2019,1425,Petroleum Engineering,2269,0.0004266043161301555
2020,1425,Petroleum Engineering,1582,0.0002978690874774856
2021,1425,Petroleum Engineering,1256,0.0002316800306939149
2022,1425,Petroleum Engineering,1111,0.00020514369660447484
2023,1425,Petroleum Engineering,941,0.0001743346105520423
2013,2610,Pharmacology and Toxicology,1008,0.0002024744873106949
2014,2610,Pharmacology and Toxicology,1126,0.00022443208318417702
2015,2610,Pharmacology and Toxicology,1145,0.00022656183218673918
2016,2610,Pharmacology and Toxicology,1233,0.00024253969153200107
2017,2610,Pharmacology and Toxicology,1204,0.00023422766539994374
2018,2610,Pharmacology and Toxicology,1167,0.0002232102724924994
2019,2610,Pharmacology and Toxicology,1148,0.00021584035033821882
2020,2610,Pharmacology and Toxicology,1157,0.00021784736675818642
2021,2610,Pharmacology and Toxicology,1042,0.00019220588533683066
2022,2610,Pharmacology and Toxicology,1140,0.00021049848256444762
2023,2610,Pharmacology and Toxicology,1179,0.0002184277426576598
2013,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",17604,0.003536072296247493
2014,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",18363,0.003660076681626148
2015,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",18785,0.0037169991420330966
2016,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",19444,0.003824770285602781
2017,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",19531,0.0037995851602377916
2018,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",19962,0.0038181006508100027
2019,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",19767,0.0037164775306058983
2020,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",19436,0.0036595345032948237
2021,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",20393,0.00376166470218233
2022,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",19400,0.0035821671594300736
2023,5120,"Pharmacy, Pharmaceutical Sciences, and Administration",18729,0.0034698330722945808
2013,3801,Philosophy,11012,0.0022119534268505675
2014,3801,Philosophy,10496,0.002092041869539185
2015,3801,Philosophy,9823,0.0019436828625068463
2016,3801,Philosophy,9096,0.0017892465808394824
2017,3801,Philosophy,9224,0.0017944484930640207
2018,3801,Philosophy,9397,0.001797349554937461
2019,3801,Philosophy,9834,0.001848932060301432
2020,3801,Philosophy,10015,0.001885688312950075
2021,3801,Philosophy,10054,0.0018545469972903027
2022,3801,Philosophy,9787,0.001807147937594955
2023,3801,Philosophy,9331,0.0017287101499055331
2013,3899,"Philosophy and Religious Studies, Other",528,0.00010605806478179257
2014,3899,"Philosophy and Religious Studies, Other",442,8.80985619603963e-05
2015,3899,"Philosophy and Religious Studies, Other",387,7.657592057315989e-05
2016,3899,"Philosophy and Religious Studies, Other",355,6.983097363654532e-05
2017,3899,"Philosophy and Religious Studies, Other",324,6.303136510762606e-05
2018,3899,"Philosophy and Religious Studies, Other",285,5.451150613570037e-05
2019,3899,"Philosophy and Religious Studies, Other",311,5.847242940347217e-05
2020,3899,"Philosophy and Religious Studies, Other",304,5.723906611451052e-05
2021,3899,"Philosophy and Religious Studies, Other",285,5.257070760172432e-05
2022,3899,"Philosophy and Religious Studies, Other",219,4.043786638738073e-05
2023,3899,"Philosophy and Religious Studies, Other",202,3.742358271149049e-05
2020,3051,"Philosophy, Politics, and Economics",48,9.037747281238503e-06
2021,3051,"Philosophy, Politics, and Economics",97,1.7892486446902664e-05
2022,3051,"Philosophy, Politics, and Economics",138,2.5481395257801555e-05
2023,3051,"Philosophy, Politics, and Economics",153,2.834558492503982e-05
2013,4103,Physical Science Technologies/Technicians,1745,0.000350513869401947
2014,4103,Physical Science Technologies/Technicians,1781,0.000354985382016891
2015,4103,Physical Science Technologies/Technicians,2316,0.0004582682998641816
2016,4103,Physical Science Technologies/Technicians,2870,0.0005645489981320706
2017,4103,Physical Science Technologies/Technicians,3346,0.0006509350236114716
2018,4103,Physical Science Technologies/Technicians,2922,0.0005588863892228649
2019,4103,Physical Science Technologies/Technicians,3562,0.000669706731624334
2020,4103,Physical Science Technologies/Technicians,3227,0.0006076002182615969
2021,4103,Physical Science Technologies/Technicians,2909,0.000536590134783916
2022,4103,Physical Science Technologies/Technicians,2761,0.0005098125529477543
2023,4103,Physical Science Technologies/Technicians,2688,0.0004979930214281507
2013,4001,"Physical Sciences, General",3361,0.0006751158252492515
2014,4001,"Physical Sciences, General",3581,0.0007137578062899982
2015,4001,"Physical Sciences, General",3685,0.0007291531455092873
2016,4001,"Physical Sciences, General",3971,0.0007811233698893562
2017,4001,"Physical Sciences, General",4120,0.0008015099513685783
2018,4001,"Physical Sciences, General",4387,0.0008390946576046229
2019,4001,"Physical Sciences, General",4527,0.0008511404755933072
2020,4001,"Physical Sciences, General",4159,0.0007830831446389777
2021,4001,"Physical Sciences, General",3823,0.0007051853163557617
2022,4001,"Physical Sciences, General",3141,0.0005799787138025702
2023,4001,"Physical Sciences, General",2747,0.000508923671824081
2013,4099,"Physical Sciences, Other",651,0.00013076477305482378
2014,4099,"Physical Sciences, Other",680,0.00013553624916984048
2015,4099,"Physical Sciences, Other",615,0.00012169041641471144
2016,4099,"Physical Sciences, Other",532,0.00010464810697082284
2017,4099,"Physical Sciences, Other",545,0.00010602498143103766
2018,4099,"Physical Sciences, Other",513,9.812071104426066e-05
2019,4099,"Physical Sciences, Other",503,9.45711639548119e-05
2020,4099,"Physical Sciences, Other",549,0.00010336923452916538
2021,4099,"Physical Sciences, Other",538,9.92387392622024e-05
2022,4099,"Physical Sciences, Other",500,9.232389586159983e-05
2023,4099,"Physical Sciences, Other",404,7.484716542298097e-05
2013,4008,Physics,10946,0.0021986961687528437
2014,4008,Physics,11276,0.002247509920057531
2015,4008,Physics,11990,0.0023724684435973823
2016,4008,Physics,12547,0.002468082327373899
2017,4008,Physics,12676,0.0024660048892107033
2018,4008,Physics,13815,0.0026423735342621076
2019,4008,Physics,13927,0.0026184743546693147
2020,4008,Physics,14123,0.002659168851102737
2021,4008,Physics,13674,0.0025222872131437837
2022,4008,Physics,13447,0.0024829588553018657
2023,4008,Physics,13306,0.0024651395621737245
2020,4011,Physics and Astronomy,55,1.0355752093085784e-05
2021,4011,Physics and Astronomy,38,7.009427680229909e-06
2022,4011,Physics and Astronomy,55,1.0155628544775982e-05
2023,4011,Physics and Astronomy,45,8.33693674265877e-06
2013,2609,"Physiology, Pathology and Related Sciences",5288,0.0010621875881934074
2014,2609,"Physiology, Pathology and Related Sciences",5600,0.0011161808755163333
2015,2609,"Physiology, Pathology and Related Sciences",6918,0.0013688687817186565
2016,2609,"Physiology, Pathology and Related Sciences",6933,0.0013637694090765317
2017,2609,"Physiology, Pathology and Related Sciences",7340,0.0014279327774381952
2018,2609,"Physiology, Pathology and Related Sciences",8072,0.0015439188685170996
2019,2609,"Physiology, Pathology and Related Sciences",7844,0.001474783717816192
2020,2609,"Physiology, Pathology and Related Sciences",8385,0.001578781478191351
2021,2609,"Physiology, Pathology and Related Sciences",8813,0.0016256338459438471
2022,2609,"Physiology, Pathology and Related Sciences",9568,0.0017667100712075745
2023,2609,"Physiology, Pathology and Related Sciences",10453,0.0019365777726891586
2013,0111,Plant Sciences,2878,0.0005780968000795436
2014,0111,Plant Sciences,2878,0.0005736372428100013
2015,0111,Plant Sciences,2902,0.0005742204690008009
2016,0111,Plant Sciences,3008,0.0005916945597147277
2017,0111,Plant Sciences,3220,0.000626422826069617
2018,0111,Plant Sciences,3327,0.0006363501084683338
2019,0111,Plant Sciences,3278,0.000616310686767144
2020,0111,Plant Sciences,3246,0.0006111776598937538
2021,0111,Plant Sciences,3175,0.0005856561285455253
2022,0111,Plant Sciences,3152,0.0005820098395115254
2023,0111,Plant Sciences,3307,0.0006126722179549457
2013,4605,Plumbing and Related Water Supply Services,2313,0.0004646066360611481
2014,4605,Plumbing and Related Water Supply Services,2377,0.00047377891805398646
2015,4605,Plumbing and Related Water Supply Services,1994,0.0003945539680177799
2016,4605,Plumbing and Related Water Supply Services,2094,0.00041190439097162226
2017,4605,Plumbing and Related Water Supply Services,1974,0.0003840244281557217
2018,4605,Plumbing and Related Water Supply Services,2389,0.00045694030932697606
2019,4605,Plumbing and Related Water Supply Services,2606,0.000489965115837455
2020,4605,Plumbing and Related Water Supply Services,2429,0.00045734766971100674
2021,4605,Plumbing and Related Water Supply Services,2617,0.000482728216820044
2022,4605,Plumbing and Related Water Supply Services,2888,0.0005332628224966006
2023,4605,Plumbing and Related Water Supply Services,2745,0.000508553141302185
2013,4510,Political Science and Government,47201,0.009481149082888997
2014,4510,Political Science and Government,46313,0.009231015158533562
2015,4510,Political Science and Government,44265,0.008758741922922279
2016,4510,Political Science and Government,42813,0.008421615420567366
2017,4510,Political Science and Government,43214,0.008406905591854792
2018,4510,Political Science and Government,44651,0.008540327229702306
2019,4510,Political Science and Government,47035,0.00884324989386596
2020,4510,Political Science and Government,48597,0.009150154263048906
2021,4510,Political Science and Government,49282,0.009090489866765536
2022,4510,Political Science and Government,47686,0.008805114596112499
2023,4510,Political Science and Government,46438,0.008603348187901956
2013,1432,Polymer/Plastics Engineering,269,5.4033370125572344e-05
2014,1432,Polymer/Plastics Engineering,283,5.6406997816271844e-05
2015,1432,Polymer/Plastics Engineering,278,5.50080256313655e-05
2016,1432,Polymer/Plastics Engineering,279,5.4881244069284916e-05
2017,1432,Polymer/Plastics Engineering,402,7.820558263353604e-05
2018,1432,Polymer/Plastics Engineering,348,6.656141801832887e-05
2019,1432,Polymer/Plastics Engineering,387,7.276151183004414e-05
2020,1432,Polymer/Plastics Engineering,330,6.21345125585147e-05
2021,1432,Polymer/Plastics Engineering,360,6.64051043390202e-05
2022,1432,Polymer/Plastics Engineering,325,6.001053231003989e-05
2023,1432,Polymer/Plastics Engineering,290,5.372692567491208e-05
2013,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",112908,0.02267955298936105
2014,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",109711,0.021867378577459365
2015,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",101873,0.020157671205554308
2016,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",93389,0.018370267033643185
2017,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",90945,0.017692554011460037
2018,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",90916,0.017389361725731
2019,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",93192,0.017521423282856524
2020,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",86912,0.01636434774389585
2021,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",84274,0.015545066008518299
2022,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",85339,0.015757657897866137
2023,5139,"Practical Nursing, Vocational Nursing and Nursing Assistants",88809,0.016453222559528507
2013,4805,Precision Metal Working,34381,0.006906027131179565
2014,4805,Precision Metal Working,40880,0.008148120391269234
2015,4805,Precision Metal Working,47006,0.009301105225999879
2016,4805,Precision Metal Working,50524,0.009938422850740326
2017,4805,Precision Metal Working,52556,0.01022430995245801
2018,4805,Precision Metal Working,53867,0.010303057196532532
2019,4805,Precision Metal Working,56353,0.010595166605060666
2020,4805,Precision Metal Working,51096,0.009620681980878386
2021,4805,Precision Metal Working,52308,0.009648661660459634
2022,4805,Precision Metal Working,54790,0.01011685250851411
2023,4805,Precision Metal Working,59352,0.010995863767784076
2013,4899,"Precision Production, Other",147,2.9527529399476338e-05
2014,4899,"Precision Production, Other",182,3.6275878454280835e-05
2015,4899,"Precision Production, Other",162,3.205503651899716e-05
2016,4899,"Precision Production, Other",137,2.6948854614666785e-05
2017,4899,"Precision Production, Other",118,2.2955867539197144e-05
2018,4899,"Precision Production, Other",185,3.5384661877559886e-05
2019,4899,"Precision Production, Other",177,3.327852091451632e-05
2020,4899,"Precision Production, Other",107,2.014664498109416e-05
2021,4899,"Precision Production, Other",68,1.2543186375148259e-05
2022,4899,"Precision Production, Other",67,1.2371402045454377e-05
2023,4899,"Precision Production, Other",104,1.9267587138589162e-05
2013,4704,Precision Systems Maintenance and Repair Technologies/Technicians,983,0.00019745279863731457
2014,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1077,0.0002146655005234091
2015,4704,Precision Systems Maintenance and Repair Technologies/Technicians,932,0.00018441539528213182
2016,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1518,0.0002986011774092276
2017,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1572,0.0003058188455221857
2018,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1825,0.00034906490771106376
2019,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1816,0.0003414338642980883
2020,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1310,0.00024665518621713414
2021,4704,Precision Systems Maintenance and Repair Technologies/Technicians,1932,0.0003563740599527417
2022,4704,Precision Systems Maintenance and Repair Technologies/Technicians,2185,0.0004034554249151913
2023,4704,Precision Systems Maintenance and Repair Technologies/Technicians,2301,0.0004262953654412852
2013,4201,"Psychology, General",128094,0.025729927557119198
2014,4201,"Psychology, General",131852,0.02628047871403207
2015,4201,"Psychology, General",132329,0.026184018071125772
2016,4201,"Psychology, General",133094,0.026180517197696797
2017,4201,"Psychology, General",131698,0.025620693586247335
2018,4201,"Psychology, General",131061,0.025067833353161494
2019,4201,"Psychology, General",130917,0.024614260579467417
2020,4201,"Psychology, General",134326,0.025291759193742564
2021,4201,"Psychology, General",141695,0.026136864609215184
2022,4201,"Psychology, General",143648,0.026524285985454185
2023,4201,"Psychology, General",144496,0.026770089145938262
2013,4299,"Psychology, Other",3466,0.0006962069176774489
2014,4299,"Psychology, Other",3377,0.000673096931539046
2015,4299,"Psychology, Other",3029,0.0005993500346669284
2016,4299,"Psychology, Other",3014,0.0005928748015226693
2017,4299,"Psychology, Other",3023,0.0005880981997541777
2018,4299,"Psychology, Other",3118,0.0005963750039688202
2019,4299,"Psychology, Other",3056,0.0005745715249421574
2020,4299,"Psychology, Other",2656,0.0005000886828951972
2021,4299,"Psychology, Other",2683,0.0004949024859488643
2022,4299,"Psychology, Other",2728,0.0005037191758208887
2023,4299,"Psychology, Other",2887,0.0005348608083567971
2013,4404,Public Administration,17898,0.0035951273550464454
2014,4404,Public Administration,17739,0.003535702241211471
2015,4404,Public Administration,17384,0.00343978243732251
2016,4404,Public Administration,17151,0.003373721208001095
2017,4404,Public Administration,17363,0.003377819729517627
2018,4404,Public Administration,16874,0.003227463700118625
2019,4404,Public Administration,17444,0.0032797204453831785
2020,4404,Public Administration,17269,0.003251517870827244
2021,4404,Public Administration,16905,0.00311827302458649
2022,4404,Public Administration,16043,0.0029623045226152924
2023,4404,Public Administration,15867,0.002939603895461483
2013,4499,"Public Administration and Social Service Professions, Other",1574,0.00031616551887602557
2014,4499,"Public Administration and Social Service Professions, Other",1187,0.00023659048200676565
2015,4499,"Public Administration and Social Service Professions, Other",1101,0.0002178555259717029
2016,4499,"Public Administration and Social Service Professions, Other",1062,0.00020890280000566516
2017,4499,"Public Administration and Social Service Professions, Other",1129,0.0002196370716250303
2018,4499,"Public Administration and Social Service Professions, Other",957,0.0001830438995504044
2019,4499,"Public Administration and Social Service Professions, Other",971,0.0001825618294237025
2020,4499,"Public Administration and Social Service Professions, Other",821,0.00015458313578951689
2021,4499,"Public Administration and Social Service Professions, Other",588,0.00010846167042039965
2022,4499,"Public Administration and Social Service Professions, Other",721,0.00013313105783242695
2023,4499,"Public Administration and Social Service Professions, Other",553,0.0001024516893042289
2013,5122,Public Health,21455,0.004309613219494999
2014,5122,Public Health,24058,0.004795192768423562
2015,5122,Public Health,26176,0.005179460715563393
2016,5122,Public Health,29238,0.00575131833009947
2017,5122,Public Health,31946,0.006214814783111796
2018,5122,Public Health,34089,0.006520149939157508
2019,5122,Public Health,36569,0.0068754928323330345
2020,5122,Public Health,38020,0.007158648992347664
2021,5122,Public Health,40596,0.0074882822659635105
2022,5122,Public Health,41651,0.007690765173062989
2023,5122,Public Health,42551,0.007883222118597186
2013,4405,Public Policy Analysis,4946,0.0009934908871415645
2014,4405,Public Policy Analysis,5069,0.0010103430103557667
2015,4405,Public Policy Analysis,5268,0.0010423822986547965
2016,4405,Public Policy Analysis,5212,0.0010252367171652795
2017,4405,Public Policy Analysis,5240,0.0010193961517406189
2018,4405,Public Policy Analysis,5550,0.0010615398563267966
2019,4405,Public Policy Analysis,6021,0.0011320337538209195
2020,4405,Public Policy Analysis,6199,0.0011671874040916142
2021,4405,Public Policy Analysis,6430,0.0011860689469441663
2022,4405,Public Policy Analysis,6484,0.0011972562815332267
2023,4405,Public Policy Analysis,6740,0.001248687858789336
2013,0909,"Public Relations, Advertising, and Applied Communication",15379,0.0030891420043166434
2014,0909,"Public Relations, Advertising, and Applied Communication",16201,0.003229151136471449
2015,0909,"Public Relations, Advertising, and Applied Communication",17345,0.003432065484086455
2016,0909,"Public Relations, Advertising, and Applied Communication",17532,0.0034486665628053878
2017,0909,"Public Relations, Advertising, and Applied Communication",18676,0.0036332523912037786
2018,0909,"Public Relations, Advertising, and Applied Communication",19507,0.0037310735094354635
2019,0909,"Public Relations, Advertising, and Applied Communication",20156,0.0037896150709208526
2020,0909,"Public Relations, Advertising, and Applied Communication",20229,0.0038088456198369517
2021,0909,"Public Relations, Advertising, and Applied Communication",21099,0.003891892490136075
2022,0909,"Public Relations, Advertising, and Applied Communication",21275,0.003928381768911073
2023,0909,"Public Relations, Advertising, and Applied Communication",20666,0.003828691882750804
2013,0910,Publishing,185,3.716049618301444e-05
2014,0910,Publishing,198,3.9464966670041784e-05
2015,0910,Publishing,233,4.6103848820532954e-05
2016,0910,Publishing,215,4.229199811790773e-05
2017,0910,Publishing,225,4.377178132474032e-05
2018,0910,Publishing,246,4.7052036875025585e-05
2019,0910,Publishing,297,5.584023000910365e-05
2020,0910,Publishing,262,4.933103724342683e-05
2021,0910,Publishing,336,6.197809738308552e-05
2022,0910,Publishing,318,5.871799776797749e-05
2023,0910,Publishing,371,6.873341181169787e-05
2013,1507,Quality Control and Safety Technologies/Technicians,3777,0.0007586767247743002
2014,1507,Quality Control and Safety Technologies/Technicians,4315,0.0008600572281880318
2015,1507,Quality Control and Safety Technologies/Technicians,4651,0.0009202961410484926
2016,1507,Quality Control and Safety Technologies/Technicians,4743,0.0009329811491778435
2017,1507,Quality Control and Safety Technologies/Technicians,4739,0.0009219309853241972
2018,1507,Quality Control and Safety Technologies/Technicians,4467,0.0008543961330111353
2019,1507,Quality Control and Safety Technologies/Technicians,4315,0.0008112814561928696
2020,1507,Quality Control and Safety Technologies/Technicians,4307,0.0008109495320894631
2021,1507,Quality Control and Safety Technologies/Technicians,3824,0.0007053697749789256
2022,1507,Quality Control and Safety Technologies/Technicians,3720,0.0006868897852103028
