GEO_ID|B28002_E001|B28002_M001|B28002_E002|B28002_M002|B28002_E003|B28002_M003|B28002_E004|B28002_M004|B28002_E005|B28002_M005|B28002_E006|B28002_M006|B28002_E007|B28002_M007|B28002_E008|B28002_M008|B28002_E009|B28002_M009|B28002_E010|B28002_M010|B28002_E011|B28002_M011|B28002_E012|B28002_M012|B28002_E013|B28002_M013
030C201US4|6253209|25080|5795525|22026|7123|1184|5788402|22115|5491355|22202|721213|16004|4886259|23557|265871|9096|324892|9218|13042|2089|3956|1269|186343|6964|271341|11019
030C201US5|21623683|42092|20394982|46271|13274|2003|20381708|46239|19505478|47661|2517726|33183|17294252|53565|783620|16332|1139495|22975|36464|3846|13274|2209|499493|15243|729208|16227
030C201US6|4836766|21753|4494857|22321|2483|625|4492374|22329|4287900|21587|598408|14327|3752089|23949|182539|9100|267480|9732|9222|1546|2111|855|115538|6886|226371|8297
030C201US7|12629981|31566|11844625|34209|7696|1831|11836929|34026|11373702|33184|1640210|25359|9836468|39522|403672|12755|808985|17532|27895|3030|5112|1436|258723|10166|526633|15343
030C201US8|8546928|20078|8053558|23205|7397|1444|8046161|22988|7656411|22977|1000833|19488|6750688|29334|338601|9225|564415|13177|25361|3076|4948|1419|202711|9486|290659|9826
030C201US9|17644688|28799|16779293|32592|12676|1858|16766617|32691|16132896|34390|2022152|24469|14241342|40470|556097|14335|1096251|18263|33390|3138|7142|1380|318759|9851|546636|15980
030C243US1|1253195|13521|1187537|13144|2799|665|1184738|13141|1100860|13719|110699|4256|1016285|12499|73292|4306|72553|4323|6245|945|901|361|18220|2403|47438|3950
030C243US2|2464568|19630|2258203|19146|6281|910|2251922|19024|2077351|17407|307040|8481|1819509|18461|151732|5139|156041|5525|14373|1434|1775|612|40181|2949|166184|4830
030C243US3|4470027|40078|4055024|38304|9117|1198|4045907|38198|3788038|37028|685902|12514|2904005|31594|201017|6347|507349|10710|37840|2293|5779|1014|80138|3735|334865|9051
030C243US4|2777292|36858|2508813|35527|5631|677|2503182|35395|2334049|33652|412605|7823|1819041|28822|137479|5246|318482|8616|19710|1616|2906|762|65623|3404|202856|4787
030C243US5|5791505|36766|5265779|39795|7890|1328|5257889|39627|4930955|37955|802243|14762|4019718|33441|265525|9091|588850|12306|39470|3302|4099|1067|103567|6229|422159|11416
030C243US6|3193673|19670|2842072|21225|3591|952|2838481|21143|2652432|20744|499907|11154|2101118|21496|146984|6467|315467|10444|23052|2732|2375|838|74148|3595|277453|8052
030C243US7|3519255|29244|3176702|29783|4116|944|3172586|29726|3018240|28721|619688|10718|2140751|25456|111958|5062|516089|12675|30690|3025|2469|769|68252|5018|274301|8150
030C243US8|1672213|19153|1525607|17531|3377|820|1522230|17519|1413139|16751|209228|6544|1031671|15898|73324|4703|323409|9696|25510|3104|2573|807|39784|3474|106822|6087
030C243US9|1832496|17189|1703291|15832|3349|1063|1699942|15892|1595272|14857|257011|8464|1124781|16227|66511|4415|370800|9487|27583|2662|2208|631|37835|2942|91370|5648
0400000US01|2059528|11700|1889431|12495|1995|812|1887436|12495|1794271|12385|311007|8754|1470944|15921|76204|5033|170874|6417|8656|1739|1344|672|43495|4274|126602|4986
0400000US02|274045|3774|256549|4041|51|73|256498|4051|249038|4184|47717|3087|178882|4472|5150|1130|33476|2565|1708|580|237|362|5300|1238|12196|2159
0400000US04|2982475|11520|2793592|14208|3304|935|2790288|14323|2639677|14478|390282|11872|2249268|16895|125697|6803|254402|8965|14632|2127|2132|1009|63249|5236|125634|7019
0400000US05|1246754|7595|1133220|9123|1665|619|1131555|9121|1080133|9578|190822|6956|879159|10487|42311|3611|89828|4915|6237|1104|284|361|23236|2710|90298|5290
0400000US06|13797638|19379|13118219|23316|9813|1364|13108406|23477|12621222|27189|1649004|22199|10921066|32491|413696|12641|1072597|18651|35819|2879|6892|1351|233420|7743|445999|13400
0400000US08|2479892|8293|2356145|9838|2847|954|2353298|9915|2234779|11240|250956|8905|1973685|13431|97765|5062|196393|7674|12446|2043|2042|669|53046|4189|70701|4993
0400000US09|1455235|6160|1370072|8107|1657|666|1368415|8209|1294008|8529|162993|7429|1177373|10667|70042|4865|54640|4935|1149|524|840|658|25070|3429|60093|4890
0400000US10|412304|3893|389127|4375|371|217|388756|4390|369540|4424|49110|3757|327856|5659|18293|2118|19311|2759|450|244|211|217|6504|1386|16673|2259
0400000US11|329687|4510|305049|4478|189|192|304860|4504|295585|5021|33720|3565|263431|5231|8520|1684|15696|2208|36|58|151|202|9232|2090|15406|2544
0400000US12|9141675|28885|8623163|30009|6457|1147|8616706|29987|8225588|30836|1142182|21391|7173284|33863|341167|11806|553476|14600|24085|2861|4326|1325|218610|7737|299902|10061
0400000US13|4220732|13456|3946702|17745|3035|1056|3943667|17609|3772150|17599|516217|11476|3261994|19022|148904|7778|274096|9625|9713|1520|3298|1204|89920|6563|184110|7168
0400000US15|493151|6276|459153|6576|315|294|458838|6560|439011|6661|56217|3801|391552|6839|17781|2126|23332|2418|538|305|330|269|13279|1847|20719|2303
0400000US16|751181|5831|698119|5957|1066|528|697053|6060|661427|6315|91466|4859|541813|7936|28224|2214|81322|4071|4855|917|518|358|24154|2464|28908|2334
0400000US17|5105448|12305|4749020|14922|4306|1124|4744714|14929|4538205|16742|713656|13872|3809776|21268|182889|8235|350294|10505|13109|1875|2658|788|117316|7083|239112|8454
0400000US18|2775637|11977|2555946|13974|2654|832|2553292|13954|2418071|14201|383199|9685|2045691|17179|116588|5427|189196|7015|9604|1459|1578|510|63196|5684|156495|6795
0400000US19|1343422|8051|1221272|9215|2670|613|1218602|9191|1152483|9211|180393|7882|969451|10580|56617|3216|98515|4833|3881|865|1634|888|45385|2789|76765|4107
0400000US20|1204374|6458|1115757|7947|1321|593|1114436|8047|1054647|8683|149533|6852|901330|9809|51273|3096|92971|4739|5136|1262|939|529|26393|2459|62224|4124
0400000US21|1865456|8525|1696363|11295|1248|485|1695115|11263|1593972|11760|250947|8984|1351399|11889|86840|4751|127545|6041|7094|1302|1559|696|47337|3920|121756|5749
0400000US22|1848965|8172|1674185|11743|1614|605|1672571|11752|1600654|12131|298048|9033|1286994|12301|60967|4316|139103|7163|5926|1225|1189|802|35099|3413|139681|6664
0400000US23|615235|5086|570235|5557|1955|608|568280|5499|527478|5912|60988|4182|477622|6237|35680|2638|33930|2122|2996|547|492|307|11713|1895|33287|3576
0400000US24|2401394|7099|2269274|9804|1878|700|2267396|9937|2163583|10801|272605|9014|1920634|12723|94485|6403|121567|7465|3655|956|1552|942|44937|4761|87183|4925
0400000US25|2829804|9140|2673285|12508|2516|789|2670769|12592|2539655|12937|307952|9844|2307833|16573|122757|6319|91347|5626|2927|1016|1450|599|46043|3884|110476|5502
0400000US26|4131281|12742|3837993|15401|3816|862|3834177|15402|3627035|17072|592646|11007|3045308|16337|177394|6544|260924|8057|17138|1757|3137|882|85700|4786|207588|7319
0400000US27|2363442|7555|2198189|9935|3527|686|2194662|9880|2076042|11040|284136|8685|1807072|13339|104569|5556|143375|5291|7127|1115|1383|513|63094|4422|102159|5044
0400000US28|1176690|8112|1040117|11192|691|433|1039426|11105|975874|10546|181030|7548|790123|11539|51204|4417|100190|5413|5791|1090|777|533|42171|4630|94402|5503
0400000US29|2563244|10377|2343213|12275|3038|742|2340175|12303|2211967|13175|355529|8481|1837372|13680|108103|5810|203624|7186|12035|1751|1441|510|71757|4707|148274|5666
0400000US30|468981|3571|430037|4517|953|463|429084|4520|396477|4817|59882|3567|322218|5222|24305|2200|54373|3745|5621|1241|549|266|11985|2137|26959|2318
0400000US31|824012|4590|758518|5844|966|409|757552|5858|711560|6000|93218|4535|618259|7882|39360|2936|65989|3941|3195|735|830|475|21266|2392|44228|3544
0400000US32|1238925|7143|1179164|8360|811|341|1178353|8353|1127196|9215|168176|7766|958705|11412|43337|4345|95867|5371|3779|1339|827|495|21981|3192|37780|3161
0400000US33|570689|4703|544284|4976|470|212|543814|4952|503989|5768|50473|3487|480488|6030|36098|3496|23912|2439|2038|864|276|217|9041|1409|17364|2089
0400000US34|3543944|7728|3363017|10431|3408|954|3359609|10463|3206774|10645|408001|10486|2883188|16496|139327|6069|153107|7444|3970|994|1279|578|47811|4206|133116|6565
0400000US35|856970|6035|776811|7804|993|531|775818|7812|718829|8396|115826|6034|602417|9529|48053|4023|84489|4709|4268|1245|607|356|22816|3151|57343|4252
0400000US36|7828074|18401|7295765|22858|7933|1268|7287832|23139|6900146|24441|1048983|20939|6067361|28574|347612|10112|355163|10705|12665|1659|7592|1717|157810|8215|374499|11673
0400000US37|4496359|13556|4192818|17552|3311|909|4189507|17514|3991975|19765|520383|13565|3499880|19881|172608|6847|291237|9857|12446|1906|2847|727|97757|6899|205784|8056
0400000US38|349705|2892|317671|3663|465|312|317206|3625|296117|4198|32812|3097|275337|4608|19176|1867|18349|2739|396|350|557|392|13941|2268|18093|1784
0400000US39|4929322|14176|4551307|16407|5334|934|4545973|16516|4275933|17522|590123|11725|3755424|21065|240958|8160|285026|10034|13574|1687|4443|1095|113582|6213|264433|8949
0400000US40|1603748|5259|1479145|6775|1529|621|1477616|6777|1407031|7206|251495|6644|1130690|8857|58228|3457|129992|4629|7906|1258|1211|459|35798|2629|88805|3768
0400000US41|1744270|7249|1636193|8789|2346|943|1633847|8733|1550556|9580|193063|7811|1344970|11038|67759|5112|125728|5536|9511|1588|848|480|43365|4256|64712|4791
0400000US42|5361724|11743|4947778|15562|9445|1422|4938333|15888|4628056|16860|719948|14378|4049198|19470|280264|8737|248162|8478|15618|1851|3295|1074|110536|5945|303410|9321
0400000US44|448318|4122|419590|5304|693|414|418897|5303|398207|5770|62366|4683|348490|6549|19635|2838|16678|2754|166|200|149|177|8092|2124|20636|2477
0400000US45|2222890|11062|2066101|12313|915|472|2065186|12366|1958827|14045|276909|8727|1704781|16102|92184|6283|150798|7136|6409|1442|2667|1151|48964|4540|107825|5421
0400000US46|382302|3562|349718|4181|767|336|348951|4119|322588|4426|38197|2822|296479|4933|24252|2410|20551|2191|982|493|78|102|10130|1742|22454|2179
0400000US47|2928765|12443|2711018|14350|2140|658|2708878|14288|2576215|14838|355331|11143|2240741|15797|115275|5737|184338|7455|10733|1751|806|437|56683|4570|161064|6759
0400000US48|11449769|22867|10734777|28157|7004|1606|10727773|28195|10304124|27464|1519533|22202|8680376|35603|354124|12530|966151|18489|38516|3628|4897|1308|232842|9958|482150|12898
0400000US49|1184428|7000|1114440|8699|404|266|1114036|8700|1074195|9173|105364|5931|957319|9862|33810|3024|90890|5188|3495|1170|596|480|37541|3796|32447|3697
0400000US50|285548|2976|265480|3414|645|227|264835|3417|239588|3892|26623|2770|220075|4093|22217|1789|20091|1647|2025|506|267|130|7298|1613|12770|1476
0400000US51|3449307|12826|3204757|15192|3544|938|3201213|15134|3049004|16614|417621|9820|2635740|17432|130255|5739|246602|8621|12773|2087|1568|565|72179|4780|172371|6955
0400000US53|3168080|9393|3012470|10211|3500|968|3008970|10289|2868341|11109|333162|10781|2529653|13537|118222|5326|211918|7863|13397|1893|1043|485|61230|4645|94380|5429
0400000US54|740840|7351|663770|8605|1464|506|662306|8605|610181|8442|91222|5152|526370|8689|42729|3163|55562|3698|6367|1115|753|445|14957|2365|62113|3183
0400000US55|2535198|8638|2344748|11053|4233|693|2340515|11051|2207272|11944|293661|8938|1916614|12183|112846|3743|173917|6142|12149|1553|2572|899|63128|4662|127322|4784
0400000US56|256289|2645|230857|3839|396|281|230461|3810|216970|3958|28109|3189|176934|5131|10734|1521|30088|2551|1775|623|250|211|7723|1856|17709|2184
0400000US72|1242609|10856|1074738|11336|2914|925|1071824|11569|1031549|11325|320584|8749|678884|11784|33509|3052|75108|4429|5131|1304|113|112|15849|1801|152022|5367
04000A0US01|1896427|11117|1745823|12007|1512|709|1744311|11992|1662358|12094|273133|8381|1383169|15731|68000|4486|147020|6133|7113|1569|1257|647|40172|4237|110432|5096
04000A0US02|205589|3383|193673|3758|0|172|193673|3758|188725|3936|36096|2926|146430|4015|3934|1084|12491|2086|674|486|237|362|4338|1213|7578|2010
04000A0US04|2945211|11588|2764427|14269|3257|926|2761170|14382|2612230|14395|383735|11769|2231390|17072|124618|6769|247086|8847|14161|2064|2068|980|62021|5116|118763|6964
04000A0US05|1009523|6913|929356|7861|1307|591|928049|7817|890624|8192|150420|6631|735385|9460|31450|2984|64868|4043|4118|962|270|360|18004|2269|62163|4505
04000A0US06|13691244|19208|13021529|23117|9780|1355|13011749|23274|12531052|26985|1630611|21476|10858231|31939|409038|12394|1054485|18824|34539|2843|6892|1351|230813|7717|438902|13191
04000A0US08|2351407|8644|2241675|10160|2459|920|2239216|10300|2129125|11460|235322|8801|1894171|13342|92107|4720|174384|7291|10828|1947|1369|548|47559|4032|62173|4794
04000A0US09|1455235|6160|1370072|8107|1657|666|1368415|8209|1294008|8529|162993|7429|1177373|10667|70042|4865|54640|4935|1149|524|840|658|25070|3429|60093|4890
04000A0US10|412304|3893|389127|4375|371|217|388756|4390|369540|4424|49110|3757|327856|5659|18293|2118|19311|2759|450|244|211|217|6504|1386|16673|2259
04000A0US11|329687|4510|305049|4478|189|192|304860|4504|295585|5021|33720|3565|263431|5231|8520|1684|15696|2208|36|58|151|202|9232|2090|15406|2544
04000A0US12|9028975|29102|8521674|29987|6190|1172|8515484|29992|8130890|30491|1122028|21500|7108036|34382|335658|11564|536241|14536|23235|2968|4326|1325|215850|7721|291451|10149
04000A0US13|3929414|13274|3690079|16219|2842|1010|3687237|16155|3533456|16245|466214|11237|3072328|18009|134079|7559|249292|9486|8209|1440|3211|1198|83249|6417|156086|6026
04000A0US15|493151|6276|459153|6576|315|294|458838|6560|439011|6661|56217|3801|391552|6839|17781|2126|23332|2418|538|305|330|269|13279|1847|20719|2303
04000A0US16|690324|5313|642473|5513|800|418|641673|5567|611476|5638|82384|4649|505192|7599|24622|2176|69785|3798|3633|722|344|300|22567|2454|25284|2400
04000A0US17|4849120|11273|4524244|13626|3658|1075|4520586|13746|4327573|15695|671569|13681|3652538|19984|172179|8061|322108|10246|11172|1762|2338|759|111907|6979|212969|8076
04000A0US18|2591619|10926|2394418|13121|2400|749|2392018|13070|2267495|13275|351927|9676|1929451|16199|108120|5167|171094|6830|8224|1400|1535|491|59513|5642|137688|6603
04000A0US19|1027063|6613|936317|7788|2248|615|934069|7767|887278|7831|132155|6659|756406|8468|40235|2813|66427|4148|2437|720|1457|878|37910|2644|52836|3645
04000A0US20|1024904|6244|956156|7193|1026|627|955130|7283|905821|8332|124442|6012|782221|9126|42572|3078|73410|4453|4072|1163|781|457|22075|2326|46673|3617
04000A0US21|1540721|7810|1413698|10038|890|413|1412808|9988|1334161|10610|201841|7811|1142014|10553|67575|4715|98690|5240|4867|1012|1538|703|39980|3705|87043|4442
04000A0US22|1728126|8133|1573897|11053|1374|548|1572523|11016|1504938|11477|270570|8755|1230978|12158|58221|4143|121536|6525|5051|1226|977|723|32333|3397|121896|6427
04000A0US23|416688|4969|389521|5322|842|440|388679|5352|365025|5539|39519|3701|334938|6129|21921|2306|17097|1904|853|342|330|256|7515|1492|19652|2726
04000A0US24|2367769|6901|2239338|9567|1781|697|2237557|9655|2135756|10720|267610|8934|1897854|12522|92814|6436|119002|7535|3463|928|1552|942|44238|4797|84193|4910
04000A0US25|2829804|9140|2673285|12508|2516|789|2670769|12592|2539655|12937|307952|9844|2307833|16573|122757|6319|91347|5626|2927|1016|1450|599|46043|3884|110476|5502
04000A0US26|3809727|11831|3552607|14259|3319|863|3549288|14306|3365904|15789|540122|10464|2848726|16170|159120|6260|220713|7841|13107|1563|2866|860|78197|4878|178923|7046
04000A0US27|2153030|7212|2010594|9511|2857|640|2007737|9422|1905440|10658|256458|8272|1663658|12612|90806|5512|124561|5007|5439|1076|1154|495|57882|4284|84554|4931
04000A0US28|955915|6989|852097|9373|468|351|851629|9294|805449|9087|138826|6668|662687|10408|39320|3754|76374|4640|3255|824|584|527|34364|4561|69454|4993
04000A0US29|2222964|9125|2047404|10728|2142|606|2045262|10811|1940015|11933|291489|8171|1645701|12224|91120|5281|160084|6487|7723|1316|940|346|62201|4571|113359|5546
04000A0US30|325850|3364|302239|3963|422|335|301817|3918|281204|4393|41229|3215|230735|5164|15678|2005|33848|2808|3334|1099|391|267|8797|1820|14814|1955
04000A0US31|683510|3998|633431|5413|551|293|632880|5428|596714|5618|75394|4255|526920|7047|32393|2963|45897|3738|1489|543|700|462|18026|2250|32053|3134
04000A0US32|1226286|7038|1167864|8150|811|341|1167053|8144|1116354|9108|165703|7636|951373|11072|42917|4394|93738|5216|3741|1326|827|495|21819|3180|36603|3089
04000A0US33|532556|4310|508414|4488|361|190|508053|4446|471363|5559|47394|3463|449879|5584|33291|3351|21565|2292|1782|847|265|216|8563|1385|15579|2113
04000A0US34|3543944|7728|3363017|10431|3408|954|3359609|10463|3206774|10645|408001|10486|2883188|16496|139327|6069|153107|7444|3970|994|1279|578|47811|4206|133116|6565
04000A0US35|819444|5850|745219|7664|971|528|744248|7677|690860|8511|109983|5981|582031|9369|45179|3955|79577|4700|3798|1217|607|356|22177|3102|52048|4116
04000A0US36|7660792|18439|7144139|23170|7502|1238|7136637|23413|6763703|24825|1030315|20971|5942653|28099|334522|10129|344530|10616|11551|1632|7559|1717|153889|8124|362764|11431
04000A0US37|4196276|13059|3926442|15917|2903|851|3923539|15909|3747555|17903|476971|12884|3305673|18684|155175|6268|255989|9539|9514|1491|2587|689|90427|6662|179407|7843
04000A0US38|265929|2674|241597|3536|166|250|241431|3518|227947|3880|24041|3048|211512|4289|12247|1737|12589|2399|293|339|331|392|11657|2193|12675|1719
04000A0US39|4738892|13488|4386362|15610|4957|925|4381405|15691|4123785|16953|558728|11579|3644630|20026|231815|8090|262225|9666|11483|1553|4042|1066|110017|6173|242513|8443
04000A0US40|1389538|4876|1289952|6598|1198|507|1288754|6616|1227544|6853|202394|6035|1014498|8234|51767|3331|101513|4426|5974|1134|937|434|30788|2641|68798|3517
04000A0US41|1716090|6891|1610962|8469|2346|943|1608616|8420|1527373|9248|190109|7862|1327583|10743|66556|5068|119773|5353|8756|1528|848|480|42564|4273|62564|4791
04000A0US42|5207896|11404|4811556|15089|8257|1395|4803299|15416|4506362|16655|701627|13904|3945092|19338|269256|8620|233621|8481|14174|1776|3115|1085|107259|5841|289081|9064
04000A0US44|448318|4122|419590|5304|693|414|418897|5303|398207|5770|62366|4683|348490|6549|19635|2838|16678|2754|166|200|149|177|8092|2124|20636|2477
04000A0US45|2092608|10515|1955589|11372|833|449|1954756|11439|1855921|12656|255125|8220|1622885|15077|85981|5827|138211|6258|6086|1436|2615|1148|45656|4468|91363|4716
04000A0US46|299265|3074|276495|3746|531|289|275964|3708|257751|3925|28693|2352|236502|4186|16953|2192|15782|1948|778|481|54|97|7395|1483|15375|1955
