GEO_ID|B15003_E001|B15003_M001|B15003_E002|B15003_M002|B15003_E003|B15003_M003|B15003_E004|B15003_M004|B15003_E005|B15003_M005|B15003_E006|B15003_M006|B15003_E007|B15003_M007|B15003_E008|B15003_M008|B15003_E009|B15003_M009|B15003_E010|B15003_M010|B15003_E011|B15003_M011|B15003_E012|B15003_M012|B15003_E013|B15003_M013|B15003_E014|B15003_M014|B15003_E015|B15003_M015|B15003_E016|B15003_M016|B15003_E017|B15003_M017|B15003_E018|B15003_M018|B15003_E019|B15003_M019|B15003_E020|B15003_M020|B15003_E021|B15003_M021|B15003_E022|B15003_M022|B15003_E023|B15003_M023|B15003_E024|B15003_M024|B15003_E025|B15003_M025
795P200US3401903|76590|2769|846|455|0|226|0|226|219|216|433|326|584|426|202|234|517|327|3439|1083|387|305|1119|489|1526|594|299|193|856|457|986|469|11660|1792|861|428|2171|830|6607|1281|3271|962|20930|2347|14159|1678|3669|838|1849|751
795P200US3401904|83658|3417|1686|739|0|226|0|226|0|226|209|321|82|4|219|264|181|230|238|337|601|606|608|401|847|697|560|383|1646|1073|1906|771|23442|2744|3868|1316|6625|1339|8422|2104|6361|1510|17793|2566|6458|1451|861|484|1045|581
795P200US3401905|90152|3080|5601|1967|0|226|0|226|0|226|942|576|1093|751|386|452|1105|700|3004|1420|995|886|2111|1037|1975|811|1403|665|1776|1069|4174|1404|32758|3781|2319|893|4228|1348|9940|2527|3657|1087|9198|1892|2844|1029|442|323|201|253
795P200US3402001|125530|5009|2846|979|51|84|0|226|0|226|0|226|76|135|44|75|566|538|174|199|0|226|1181|1073|892|647|1321|933|604|356|3164|1349|32614|3599|7227|2091|7248|1780|14341|2300|11517|2635|25755|2724|13196|1984|1384|554|1329|659
795P200US3402002|120741|3655|1179|547|0|226|0|226|0|226|0|226|0|226|0|226|39|2|78|112|0|226|176|213|84|58|618|279|220|187|693|340|20096|2504|2818|982|6730|1736|10217|1880|10402|1701|40791|2883|19420|2222|4902|1360|2278|930
795P200US3402003|95670|4949|2783|1072|0|226|0|226|0|226|0|226|0|226|0|226|10|2|212|219|0|226|371|265|471|346|975|387|1110|647|1571|848|23846|2773|4910|2289|6931|1547|9867|1903|7712|1733|23456|3201|8317|1413|1245|568|1883|945
795P200US3402101|81477|3366|4778|1663|39|77|340|532|0|226|21|39|187|226|446|404|741|599|1219|706|635|583|1581|806|1489|850|2363|1037|2651|1100|4388|1269|23002|2864|5296|1536|4219|1289|8995|1783|4575|1245|10468|2201|3391|973|439|335|214|248
795P200US3402102|72953|3894|978|486|260|416|0|226|0|226|23|41|0|226|0|226|0|226|24|47|22|39|140|148|921|1041|404|281|610|404|710|518|15661|2364|2793|1206|3905|914|7067|1523|5461|1408|19862|2313|9784|1563|2448|882|1880|827
795P200US3402103|124079|4676|1366|944|0|226|224|310|0|226|0|226|150|181|0|226|0|226|281|303|231|380|856|585|672|462|940|517|1098|583|1524|587|34649|3088|6329|1759|10772|1691|13493|2245|10114|1899|27452|3165|10855|1746|2093|1010|980|532
795P200US3402104|93018|3286|3188|1144|0|226|0|226|0|226|0|226|53|92|0|226|0|226|34|60|0|226|125|122|350|323|670|468|261|247|503|315|14749|2689|2164|997|3669|1004|8803|1864|4259|1220|30502|2502|16263|2128|5557|1167|1868|768
795P200US3402201|95062|3578|2316|1363|0|226|52|80|0|226|0|226|63|105|0|226|0|226|92|173|319|308|648|459|134|170|542|441|1004|527|1890|890|25205|2532|4234|1319|7519|1518|11439|2079|8895|1884|21322|2100|6650|1142|1834|885|904|631
795P200US3402202|121029|3688|3122|1622|0|226|0|226|0|226|0|226|0|226|0|226|97|120|182|188|35|5|83|99|740|492|507|253|624|363|2847|1356|30597|2950|3756|1110|7061|1538|10676|2399|10257|1751|31014|3097|13496|2184|3197|1038|2738|897
795P200US3402301|76929|2791|4547|1462|0|226|0|226|401|553|193|252|0|226|10|3|156|195|1266|945|467|397|662|619|2080|1314|2402|1191|3500|1380|2496|1060|18184|2811|3635|1308|4980|1776|8457|2144|3973|1270|10149|2138|7569|1787|1053|441|749|426
795P200US3402302|83551|2817|931|515|0|226|0|226|0|226|0|226|0|226|0|226|0|226|440|371|79|125|250|263|0|226|127|126|966|1091|1057|541|7296|1306|365|283|1760|578|5652|1995|3499|937|25438|2528|22369|2417|5246|1290|8076|1626
795P200US3402303|104975|3513|3255|1457|0|226|243|289|0|226|260|410|263|416|211|247|409|539|2063|1011|375|362|610|509|594|645|838|788|1094|941|1417|873|20250|3066|3607|1231|7192|1550|9726|1631|7551|1748|28108|2946|12602|1740|1753|750|2554|897
795P200US3402401|78636|2962|3437|871|383|499|0|226|377|459|0|226|11|19|333|526|80|133|462|536|360|399|645|374|1142|567|1010|734|1958|757|1739|763|23763|3089|4692|1211|6068|1141|6588|1375|8275|1604|11207|1926|4762|1517|845|507|499|359
795P200US3402501|71681|2848|2602|1072|13|25|310|289|134|203|20|33|101|167|113|147|51|66|111|162|68|133|678|443|575|381|1155|621|1136|487|1770|926|21686|2153|3478|1071|4751|1121|8086|1782|7725|1275|11595|1996|4563|1113|411|227|549|298
795P200US3402601|82611|1665|994|515|0|226|0|226|32|52|0|226|0|226|0|226|343|354|44|3|0|226|313|368|481|467|784|412|895|402|881|527|23668|2293|2601|790|5833|1166|8103|1591|6027|1311|19308|2079|9921|1458|1504|518|879|429
795P200US3500100|76801|2881|1723|940|108|156|130|124|0|216|24|42|220|124|37|40|232|151|320|154|271|127|1658|690|2766|677|1628|405|3368|758|1513|488|25022|1887|3224|969|5411|1050|13942|2140|6548|946|5083|995|2802|650|524|266|247|129
795P200US3500200|66647|1887|579|256|0|216|0|216|0|216|0|216|53|64|0|216|274|258|399|393|167|115|333|295|179|147|1391|613|1549|657|1817|892|17468|2324|2282|669|5257|1319|10549|2092|7722|1498|11334|2017|4217|985|424|333|653|652
795P200US3500300|95183|1688|1465|810|0|216|459|539|0|216|0|216|130|213|30|39|108|163|83|111|37|55|790|459|988|664|2029|754|1362|876|478|301|21282|2354|4679|1431|4431|1216|15961|2237|8649|2138|17203|2157|10213|1855|1324|617|3482|977
795P200US3500400|106331|2309|3815|1267|156|248|0|216|0|216|214|275|919|660|301|483|0|216|1380|625|405|375|1216|690|1385|741|2010|755|3420|1219|3003|1081|24841|2584|5530|1351|8638|1872|14311|1783|9454|1792|16373|2378|7373|1549|796|339|791|482
795P200US3500500|117094|1354|2271|1205|0|216|0|216|50|77|0|216|18|34|779|823|571|519|1519|1020|105|130|580|428|1207|812|1267|825|793|558|1833|589|13956|2014|4401|1276|5805|1414|16567|2032|6488|1412|26978|2368|19732|2194|5735|1099|6439|1234
795P200US3500600|112311|974|989|583|67|114|91|154|0|216|13|22|94|80|77|107|623|757|119|138|44|75|393|257|607|369|978|505|1530|593|2269|1125|23719|2640|5124|1404|6935|1277|20090|2945|11544|1749|21498|2659|10303|1643|2379|805|2825|997
795P200US3500701|90402|6384|413|408|0|216|0|216|0|216|0|216|0|216|314|505|93|69|493|568|47|77|93|83|830|816|1216|704|1106|717|1034|411|15367|3060|3812|1242|7572|1788|13743|2430|8490|1694|23800|2930|8713|1858|1720|978|1546|855
795P200US3500702|69172|5098|1704|1288|0|216|0|216|48|81|0|216|0|216|0|216|68|110|563|491|0|216|534|477|528|483|867|569|1080|842|533|352|11623|2845|4445|1301|5056|1425|8107|1758|5761|1522|14858|2142|9439|2100|2233|775|1725|754
795P200US3500703|76286|5650|886|571|0|216|87|147|0|216|0|216|0|216|0|216|0|216|69|46|16|3|84|135|456|528|271|309|1508|1908|311|245|10173|2339|1541|743|3839|1091|6423|1506|6547|1564|22227|2992|13895|2390|3225|961|4728|1118
795P200US3500704|77771|5193|991|1016|0|216|0|216|0|216|0|216|11|4|0|216|235|382|278|343|127|134|330|340|344|300|1060|696|600|458|1240|849|14830|2534|3764|1344|5343|1498|11600|1848|5903|1285|16409|2232|10366|1665|1738|604|2602|894
795P200US3500705|70463|5700|2296|1050|0|216|0|216|0|216|46|78|201|350|0|216|0|216|818|610|0|216|267|323|2469|1621|620|413|1482|797|1868|934|14252|2639|3019|1109|4979|1526|7337|1645|6732|1663|14198|2432|6370|1334|1251|557|2258|847
795P200US3500706|71834|6062|3681|1488|0|216|0|216|0|216|0|216|348|568|313|365|458|760|2045|1171|459|540|1028|886|2315|1359|2137|842|1127|763|2036|963|21649|3245|5709|1579|3339|1109|9240|1877|5458|1411|6454|1596|2771|906|840|658|427|409
795P200US3500800|98767|4491|1806|879|0|216|0|216|0|216|0|216|260|270|506|630|0|216|1280|908|181|237|290|288|557|393|741|485|1298|611|2627|1319|24136|3179|6161|1423|7566|1660|13341|2194|9511|1703|16743|2478|8246|1408|1261|557|2256|733
795P200US3500900|125524|3686|1807|915|0|216|0|216|0|216|104|125|742|518|295|310|173|193|2284|942|306|273|1303|576|1586|796|2810|1264|1385|720|3379|987|28288|2925|6259|1458|10282|1527|22478|3040|10145|1745|18555|2447|10041|1534|1679|807|1623|712
795P200US3501001|75165|3106|2437|926|63|105|0|216|147|251|815|748|873|513|432|378|503|364|2262|928|405|366|840|550|1552|577|1827|1045|1623|727|2077|969|15267|2494|5257|1419|3878|931|7544|1796|6896|1693|12124|2086|6429|1461|1231|635|683|327
795P200US3501002|69315|3371|951|451|151|185|0|216|0|216|0|216|118|152|275|441|46|80|363|275|0|216|222|294|1290|868|856|518|1220|683|1008|454|12955|2537|3848|1531|4161|1320|11685|2331|4991|1312|14422|2321|7315|1791|1364|585|2074|1088
795P200US3501100|86450|1898|3027|1143|12|22|0|216|224|339|379|612|0|216|40|73|136|233|1809|801|402|390|932|820|2640|1057|2600|1127|3385|1109|4215|1731|22647|3191|4748|1447|5762|1781|12119|2673|7797|2110|6265|1605|6371|1651|587|453|353|284
795P200US3600100|71018|617|1105|556|0|220|0|220|0|220|0|220|0|220|0|220|0|220|42|51|198|219|1441|847|735|339|1130|414|932|416|783|613|20620|1813|4340|1052|4766|946|6899|1356|11187|1916|8978|1378|6038|1203|892|472|932|493
795P200US3600200|123480|1028|2606|722|0|220|30|51|0|220|0|220|0|220|37|55|147|128|119|168|869|497|1291|379|1679|625|2145|651|2267|535|1804|538|31755|2097|8724|1346|6905|949|12720|1408|13197|1500|20345|1905|13227|1856|1931|553|1682|509
795P200US3600300|95697|369|1253|462|0|220|0|220|0|220|12|3|0|220|0|220|64|68|78|77|159|135|450|304|728|370|1421|625|1105|421|1878|946|22755|2069|4632|965|7808|1166|9926|1340|12045|1684|18824|1933|8766|1277|2721|731|1072|451
795P200US3600401|74842|2734|1504|623|0|220|77|145|0|220|31|55|0|220|46|77|0|220|305|353|111|58|847|454|824|459|934|422|929|399|812|291|20554|1742|3851|836|4742|754|8362|1292|12578|1522|10748|1387|6199|1148|800|278|588|295
795P200US3600402|114957|3169|2009|759|0|220|0|220|0|220|0|220|140|131|176|215|356|451|215|223|978|691|1493|730|1812|911|2016|866|1466|532|2799|1501|26385|2887|5571|1400|7914|1486|10745|1530|15680|2100|17130|2522|13508|2036|2772|1008|1792|650
795P200US3600403|74267|1749|952|314|0|220|0|220|37|32|16|32|0|220|0|220|31|53|11|20|98|92|1313|760|568|245|666|309|997|330|869|298|19186|1473|3904|647|4230|733|7316|1011|11247|1370|12086|1487|7594|1206|1904|556|1242|457
795P200US3600500|93263|821|1202|462|0|220|0|220|0|220|0|220|82|27|6|14|0|220|36|57|73|66|1257|702|501|237|1104|363|848|343|1510|679|27798|2290|5468|1071|8032|1336|11026|1589|11673|1478|12611|1534|7818|1181|1611|728|607|281
795P200US3600600|81179|566|764|352|0|220|0|220|0|220|0|220|0|220|0|220|0|220|169|225|384|312|1338|443|1495|556|1193|430|1139|470|1771|654|27050|2043|5223|1144|6573|1176|8066|1175|8216|1205|10344|1206|5329|1227|983|533|1142|621
795P200US3600701|92525|3029|2647|938|0|220|0|220|449|508|406|438|17|8|303|353|54|128|660|503|351|282|528|316|909|539|2125|663|2203|730|2708|894|17629|2464|5835|1230|5561|1240|9305|1944|8206|1476|16635|2252|11434|2014|2028|887|2532|1049
795P200US3600702|89370|3334|953|702|0|220|0|220|0|220|0|220|0|220|0|220|80|116|0|220|85|148|110|134|247|215|570|419|1106|544|1232|611|16947|1959|3000|964|5777|1128|8285|1446|13061|1750|22838|2477|11239|1830|2340|892|1500|654
795P200US3600703|117351|3518|2253|856|38|64|0|220|0|220|0|220|0|220|332|488|0|220|341|261|0|220|509|470|616|408|675|388|654|273|1478|484|21364|2088|4121|921|7218|1380|10813|1606|12976|1788|27673|2278|19168|2654|3873|1087|3249|890
795P200US3600704|81680|2376|621|294|0|220|0|220|0|220|0|220|34|58|16|28|279|257|163|177|128|173|522|270|994|351|1697|668|1355|397|1178|442|19119|1826|5272|1295|4725|1081|6060|1038|13487|1392|14440|1538|8363|1358|1905|589|1322|535
795P200US3600800|108134|1119|2743|755|0|220|118|191|175|217|0|220|2|3|0|220|19|33|443|185|512|469|2531|621|1270|461|1286|359|2386|653|2679|1132|27393|1978|7516|1112|7797|1301|11889|1576|13147|1695|14663|1412|9686|1541|1210|416|669|325
795P200US3600901|100343|2951|1669|850|0|220|0|220|0|220|0|220|74|130|0|220|187|281|163|159|70|123|589|465|263|314|170|79|396|303|1308|533|17110|1673|3902|1237|6318|1190|7931|1293|11431|1737|28752|2700|15499|1892|2761|842|1750|594
795P200US3600902|73421|4963|1979|664|0|220|0|220|0|220|0|220|32|50|39|66|0|220|668|731|198|164|494|353|1735|908|1004|635|1710|770|1760|745|14580|2053|4070|1085|4093|1189|7130|1643|6508|1586|15978|2592|8903|1822|1299|499|1241|733
795P200US3600903|69502|5311|2594|1064|0|220|0|220|0|220|0|220|72|126|239|270|363|404|201|280|197|241|920|483|1633|1062|799|467|1321|685|2108|846|15282|2398|5066|1405|6503|1732|7947|2158|6800|1561|10726|2011|4721|1222|665|409|1345|668
795P200US3600904|89348|3454|892|412|0|220|0|220|0|220|0|220|0|220|0|220|0|220|82|98|115|191|495|386|306|397|852|463|803|421|1198|652|23222|2543|3144|1103|7189|1423|11006|1883|12848|1809|16023|1958|8900|1616|1402|540|871|512
795P200US3600905|70650|2246|1480|786|115|192|0|220|0|220|0|220|0|220|0|220|87|123|0|220|0|220|202|252|160|137|690|441|631|388|521|307|14941|1890|3071|710|3339|818|7383|1462|9549|1419|16867|2135|9307|1558|686|376|1621|625
795P200US3600906|126256|3731|1452|706|0|220|0|220|0|220|0|220|15|4|78|124|0|220|0|220|116|144|210|192|69|122|172|178|638|632|938|535|14765|2323|2989|1136|5636|1519|9033|1489|14909|2381|37534|2573|25905|2675|6514|1218|5283|1124
795P200US3601000|102305|678|1183|471|0|220|0|220|131|197|72|31|61|13|148|224|0|220|201|222|58|106|650|190|1345|519|1373|516|2364|630|1746|568|33494|2167|4524|828|7489|1276|10213|1445|14378|1725|11822|1386|9118|1685|1573|773|362|228
795P200US3601101|74256|2597|1316|652|0|220|0|220|0|220|0|220|42|8|0|220|92|133|147|129|321|344|391|340|629|469|504|301|826|396|2014|881|20993|2570|3009|836|4698|1282|7736|1457|9690|1640|12804|1749|8160|1486|413|247|471|310
795P200US3601102|78985|2620|1132|500|0|220|91|146|0|220|0|220|33|6|0|220|153|118|210|223|0|220|260|204|410|322|872|532|1705|843|1815|837|17565|2242|5361|1738|5119|1185|7261|1337|10341|1671|16030|2172|8300|1352|1166|589|1161|584
795P200US3601201|80255|3372|271|175|0|220|0|220|0|220|17|3|108|171|0|220|0|220|13|3|51|4|205|233|317|295|525|281|402|277|1618|645|16425|2418|2403|836|5408|1443|9263|1689|9896|1373|19618|2347|10405|1625|1643|769|1667|871
795P200US3601202|90586|2814|869|312|0|220|0|220|0|220|0|220|0|220|0|220|422|539|0|220|40|57|0|220|541|404|239|244|74|127|1090|485|9552|1665|1192|508|5652|1469|9598|1809|8254|1507|25553|2512|18735|2260|5144|1074|3631|1153
795P200US3601203|85857|3666|462|188|0|220|0|220|0|220|0|220|5|10|153|250|0|220|93|121|41|3|249|158|186|119|760|469|1163|767|1411|732|19415|2765|2612|812|3258|868|8767|1748|10071|1452|20809|2394|13016|1852|1715|572|1671|593
795P200US3601204|106999|3124|2415|1053|0|220|0|220|0|220|0|220|75|125|0|220|374|547|111|128|115|124|627|355|425|458|858|455|1105|533|1307|563|26364|2087|6756|1568|6982|1256|11499|1788|16953|1807|19228|2101|9842|1603|800|375|1163|541
795P200US3601205|103795|5041|4498|1337|0|220|0|220|150|192|0|220|0|220|0|220|92|134|146|249|0|220|816|548|533|425|1872|1004|2303|982|3605|1267|28963|3229|5698|1515|6809|1354|13601|2352|11290|2232|12701|2327|7605|1614|1453|637|1660|973
795P200US3601206|84101|4786|1664|713|0|220|0|220|203|331|0|220|86|97|173|216|110|188|211|211|52|90|872|561|552|297|618|348|1020|665|1524|695|13545|2162|4324|1907|4233|1178|10633|2041|6357|1636|20198|2685|11656|1868|3685|1004|2385|762
795P200US3601207|125404|3793|1218|618|240|283|0|220|0|220|0|220|50|64|43|71|33|6|60|95|91|85|259|256|369|526|164|150|1066|493|1534|630|27056|3147|4288|999|6531|1498|12268|1613|16853|2263|30073|2808|18741|2393|2852|895|1615|705
795P200US3601300|124784|449|1411|478|13|24|0|220|30|6|0|220|0|220|106|88|178|249|153|124|218|169|984|458|654|482|1459|519|1363|422|1938|548|26602|2014|4876|1082|8725|1195|10675|1306|19320|1460|25295|1796|16108|1421|2708|730|1968|615
795P200US3601500|75488|603|853|223|80|93|0|220|0|220|0|220|0|220|7|12|0|220|81|91|105|108|915|447|903|420|1006|305|1085|325|931|321|19203|1551|3742|750|5062|705|7144|907|9278|1107|13177|1355|9219|1210|1273|496|1424|356
795P200US3601600|72971|587|1400|641|0|220|0|220|0|220|0|220|118|80|0|220|0|220|28|35|57|82|893|484|832|497|1514|623|1213|459|1393|510|21737|1910|4511|928|5052|1108|6048|1100|11321|1414|11102|1619|4869|983|209|139|674|393
795P200US3601700|113187|964|2984|1274|0|220|0|220|9|3|205|313|29|57|0|220|0|220|207|247|110|139|765|472|550|484|1501|684|694|384|2509|894|20154|2436|4583|1411|6762|1427|11640|2168|15315|1999|23019|2504|17530|2362|2519|1028|2102|694
795P200US3601801|85560|3556|711|278|0|220|0|220|0|220|0|220|44|2|0|220|0|220|98|147|66|110|46|83|0|220|101|101|319|130|924|453|14059|1858|1784|663|4635|1034|6189|1161|10528|1891|25190|2711|15197|1971|2982|809|2687|820
795P200US3601802|92003|3544|1562|525|283|352|0|220|0|220|0|220|0|220|0|220|19|30|186|202|0|220|420|303|244|397|565|321|1163|586|978|455|16883|1986|3879|1110|5469|1212|9467|1567|11017|1566|21244|2357|14932|1882|1826|737|1866|924
795P200US3601900|114461|584|2291|869|47|82|10|16|0|220|0|220|0|220|31|53|16|2|278|294|449|360|1146|707|652|411|1079|486|2874|1076|1823|711|22518|2281|3932|1049|7139|1324|11705|1804|15090|1916|26018|2316|13301|1875|1850|610|2212|810
795P200US3602001|74360|3335|2065|928|0|220|0|220|0|220|0|220|29|51|79|141|156|188|574|659|0|220|88|164|314|380|671|405|859|644|276|293|13866|2234|2874|925|3507|887|6940|1739|7592|1927|16576|2622|12372|2397|3222|1373|2300|1064
795P200US3602002|143407|3177|2733|1252|60|99|27|46|0|220|0|220|61|108|100|123|414|367|178|187|70|117|698|445|727|702|1230|687|1208|786|2085|711|22247|2179|4410|1172|7720|1380|12173|1867|16383|2020|33833|2973|26041|2466|6243|1218|4766|1226
795P200US3602100|84108|1039|1361|529|0|220|0|220|0|220|0|220|20|25|183|219|0|220|609|468|146|68|427|318|899|327|1378|508|1697|732|1479|592|18906|1776|4783|1183|4172|1008|8039|1700|10025|1591|15595|1868|10589|1572|2390|696|1410|579
795P200US3602201|83701|2078|796|300|67|115|0|220|0|220|0|220|0|220|0|220|47|77|46|75|0|220|620|372|444|263|736|385|1592|826|1229|459|17724|1830|3898|1049|5018|1191|11241|1742|11187|1599|14929|1796|10356|1756|1406|738|2365|969
795P200US3602204|115252|2204|1657|587|51|59|0|220|7|4|32|33|125|179|88|145|20|32|125|132|0|220|719|353|738|293|1797|554|1870|812|1545|375|33747|1862|7133|1107|8490|1341|12781|1568|17367|1329|15992|1563|8713|1197|1571|552|684|280
795P200US3602300|61426|890|633|380|0|220|0|220|0|220|0|220|0|220|0|220|0|220|0|220|0|220|475|403|255|186|389|445|601|565|521|374|8353|1664|1444|442|3208|1273|5024|1326|5059|1014|12806|1998|13028|1808|2887|823|6743|1144
795P200US3602403|88401|2928|1004|410|0|220|0|220|0|220|0|220|0|220|0|220|0|220|126|158|198|231|531|360|1076|451|1701|714|1630|585|1604|582|22853|2504|5738|1120|5880|1177|7832|1296|11134|1379|14526|1759|9646|1490|1784|844|1138|508
795P200US3602404|84651|3094|1216|505|0|220|0|220|10|2|26|49|0|220|275|284|0|220|0|220|457|463|1223|552|480|214|1260|543|2363|868|1453|604|27526|1998|4164|734|5112|931|7896|1218|12456|1448|10587|1438|6800|983|841|398|506|297
795P200US3602500|82921|461|681|271|0|220|0|220|0|220|0|220|0|220|40|68|9|18|15|25|83|91|2187|766|1155|351|1055|350|1031|264|1468|445|26045|1668|5797|853|5907|1031|7161|846|11125|1243|9755|1001|7324|1044|774|236|1309|418
795P200US3602600|87643|512|1199|525|91|160|0|220|0|220|0|220|50|78|36|59|14|3|62|126|52|86|1872|709|856|422|1613|657|1192|445|1881|772|24500|2278|5159|1054|5713|1067|9091|1648|11210|1385|13460|1691|7613|1229|1121|447|858|384
795P200US3602701|84059|3122|1807|718|0|220|0|220|0|220|68|75|0|220|0|220|20|39|129|69|257|129|1636|682|882|344|1499|487|2164|976|1292|502|18700|1839|5002|1097|5544|1358|10544|1963|7352|1541|15759|2128|8945|1538|1691|549|768|340
795P200US3602702|109798|3047|1576|631|0|220|0|220|0|220|0|220|0|220|0|220|53|90|230|326|499|367|272|240|281|156|1000|464|1471|740|2068|1176|27095|2943|4354|1104|5873|1331|12067|1566|10288|1721|22060|2609|16282|2022|2532|964|1797|701
795P200US3602803|84349|4333|887|535|0|220|0|220|0|220|0|220|47|84|49|80|0|220|96|113|17|24|779|518|734|400|1465|691|1029|593|1057|461|17670|2361|3898|824|3741|958|9243|1555|6962|1365|20496|2654|11211|1880|3153|836|1815|656
795P200US3602804|104281|4322|1325|731|0|220|0|220|0|220|0|220|129|155|43|6|0|220|262|181|181|221|495|404|518|402|1173|576|1517|669|1758|875|25377|3080|4519|1158|5814|1223|9386|1595|7862|1347|27303|3246|13709|1741|1926|822|984|500
795P200US3602805|98943|2224|2763|848|0|220|0|220|0|220|0|220|0|220|0|220|172|261|649|668|54|98|752|416|1036|729|613|335|203|211|1081|555|20243|2334|3092|822|4709|1192|8062|1507|7782|1366|24876|2691|18015|1877|3405|1076|1436|586
795P200US3602901|90437|3795|2108|886|0|220|63|111|61|108|61|115|309|367|0|220|0|220|363|376|31|53|288|364|818|569|944|555|1532|705|2765|1228|21309|2869|3806|1051|6032|1332|10705|1886|8974|1680|16865|2275|9955|1763|2137|909|1311|580
795P200US3602902|90635|3486|3063|1095|0|220|20|38|0|220|74|10|94|161|52|88|0|220|250|291|92|123|332|171|824|447|1275|618|2204|829|1193|611|21960|2747|5493|1258|5771|1286|13642|1997|11362|1833|12376|1904|8122|1313|1569|782|867|429
795P200US3602903|84614|3683|1450|890|0|220|0|220|0|220|57|94|0|220|0|220|0|220|931|749|0|220|210|173|127|151|405|354|667|428|4198|1332|16176|2248|2749|899|5564|1431|13052|2403|7306|1707|20538|3003|8544|1292|1391|664|1249|423
795P200US3603001|72258|3486|4336|1579|0|220|0|220|75|133|173|251|478|440|0|220|75|136|1359|960|73|9|796|553|757|473|462|314|939|575|1528|807|11051|2106|1838|863|3713|1172|5504|1210|5457|1155|19369|2350|11213|1901|1440|556|1622|645
795P200US3603002|75881|3941|1922|866|0|220|164|195|0|220|168|282|396|459|0|220|0|220|339|293|0|220|254|221|62|105|115|47|165|71|2919|863|10436|1743|1347|810|3445|872|8547|1626|5947|1355|19441|2724|15296|2505|3233|805|1685|664
