GEO_ID|B15003_E001|B15003_M001|B15003_E002|B15003_M002|B15003_E003|B15003_M003|B15003_E004|B15003_M004|B15003_E005|B15003_M005|B15003_E006|B15003_M006|B15003_E007|B15003_M007|B15003_E008|B15003_M008|B15003_E009|B15003_M009|B15003_E010|B15003_M010|B15003_E011|B15003_M011|B15003_E012|B15003_M012|B15003_E013|B15003_M013|B15003_E014|B15003_M014|B15003_E015|B15003_M015|B15003_E016|B15003_M016|B15003_E017|B15003_M017|B15003_E018|B15003_M018|B15003_E019|B15003_M019|B15003_E020|B15003_M020|B15003_E021|B15003_M021|B15003_E022|B15003_M022|B15003_E023|B15003_M023|B15003_E024|B15003_M024|B15003_E025|B15003_M025
03000C0US4|10609590|8130|150237|8048|2490|864|2102|898|2408|961|4015|1141|5780|1512|6412|1734|7128|1616|28682|3780|13516|2308|56580|4265|55563|4109|87321|5487|108152|7069|154451|6448|2135949|24443|365264|11348|741539|14435|1338936|18828|1067464|18547|2672549|27079|1139051|18346|252367|8368|211634|7728
03000C0US5|43442592|19206|766962|24299|16154|2986|10049|2343|17607|3382|28541|4097|60342|5353|47174|5871|76405|6399|250213|11569|102377|7546|256542|11281|403597|13864|480855|13191|521875|16498|820300|18960|9046687|59249|1658436|23570|2680546|31034|5065695|48274|3927052|39099|10089836|59334|5066316|42531|1173170|18925|875861|17110
03000C0US6|9607344|10278|138707|8258|3914|1251|1701|737|1976|993|4363|1490|9166|2292|5963|1889|11270|2326|34085|4428|22482|3058|76957|5864|99684|5844|130113|6634|155947|8191|174992|8380|2201378|25010|484597|12927|638618|13831|1261244|20751|871055|16052|1983747|22839|914557|16898|218717|7963|162111|8043
03000C0US7|24301746|11947|607751|17077|10704|2889|7040|1498|13613|2638|34944|4103|72469|6212|42804|4386|75562|6358|338184|14846|92867|7664|203669|9796|382723|15161|289872|9996|346287|11416|486590|16170|4996953|42061|1060974|21459|1594407|24600|3148003|35691|1875383|26362|5390411|42884|2354004|28308|503667|15793|372865|13039
03000C0US8|15301510|9131|273208|12515|4230|1182|4619|1484|5435|1432|10171|2533|22929|3465|16416|2626|26626|3630|108107|8401|26239|3245|82482|7640|142276|9144|129150|7637|171568|9123|322009|12520|2859236|33894|606337|16074|1096405|20773|2123097|23328|1372703|21285|3640723|35768|1619076|24258|353703|12871|284765|10576
03000C0US9|35576369|8351|1146423|24161|13081|2223|15354|2210|33315|3814|67905|5293|143323|8154|89748|7351|133253|8224|632701|15819|111509|6749|244761|10473|441015|14840|315997|11077|395695|12946|941743|21330|6357349|49237|979733|18199|2174906|30330|4517425|38979|2916613|27561|8431001|48915|3805419|35209|942809|16544|725291|18227
03000C1US1|2298970|15944|60182|5166|1082|651|94|160|2178|1286|2542|1109|7388|1941|7487|2313|7808|1828|16017|3058|7682|2375|19962|3345|26895|4172|22676|3836|30113|3891|44988|5433|468450|12028|88803|5988|109741|6204|220599|10236|151845|7119|523250|13598|324162|10643|79177|5331|75849|5232
03000C1US2|9581827|15401|352417|14266|5733|1683|4574|1601|8871|2377|13061|2406|28251|3400|26859|3922|45427|4461|114046|7867|44246|4812|117543|7785|114242|8873|140985|9328|151374|9424|273696|11194|2002825|30080|406056|13035|444469|14929|849245|18426|633114|15660|2148347|23586|1172468|21143|290272|11097|193706|8817
03000C1US3|9020801|27616|206203|9939|2738|1102|3324|1379|4149|1265|8094|2085|9799|2317|11470|2358|13349|2497|66738|6209|14576|2431|67832|5823|88767|7135|118444|7082|149639|6903|196230|8182|1920811|30837|372292|12777|551597|10914|1123603|22233|713207|18444|2014302|26494|962363|20963|216454|7755|184820|8696
03000C1US4|4267926|13158|81030|6156|1065|520|1227|780|1426|697|2466|944|3064|1171|4204|1453|4280|1126|14873|2711|7041|1733|21935|2751|26831|2911|33433|3482|50370|4753|65701|4721|778692|17681|148696|7404|273980|9553|536591|13226|381146|10540|1103713|15995|497319|13027|120521|5688|108322|6171
03000C1US5|12567279|28523|200471|10343|4333|1248|2488|1400|3878|1561|10016|2853|17728|2842|13758|3336|21055|3073|72652|6542|26356|3632|67557|6115|102704|7776|133110|8195|154273|9547|226137|10268|2324548|29844|430753|12706|712047|18230|1449135|25900|1026011|20375|3148947|33691|1645171|22293|451209|11852|322942|8613
03000C1US6|3626388|12972|62782|5071|690|509|345|261|342|271|2729|1165|5368|2000|3085|1452|4748|1562|17657|3277|6918|1527|25694|3484|37566|4291|39721|3593|62877|5613|69932|5729|746483|15926|161749|9039|221826|9170|494970|14792|295336|9565|808917|14907|382611|11985|99185|5815|74857|5089
03000C1US7|11404189|32106|323629|13913|6562|2538|3731|1088|6134|1639|21645|3428|40751|4356|26059|3911|43802|5357|196433|10840|50871|5456|104515|6466|200491|11906|139531|8006|176771|8481|238910|9828|2215831|28515|461946|15180|674847|16536|1447838|23536|825524|18255|2558119|29971|1143903|20145|293921|11150|202425|8412
03000C1US8|7680935|26769|154264|8872|2107|919|1884|870|3473|1029|6404|2145|12956|2908|10268|2501|14721|2632|60562|5971|12022|2129|43908|5166|81142|7293|66032|5237|86314|6824|166284|9881|1367119|23396|292969|10702|515755|16402|1040565|20655|640669|14980|1880998|23922|860551|17747|199400|8894|160568|8236
03000C1US9|16778574|30462|556124|16033|6498|1529|6643|1627|18848|2841|37201|4012|71701|5470|43224|5022|67356|5597|299814|13973|55574|4895|96767|6836|205071|10870|144983|8757|171009|9033|421856|13944|2687210|31528|409975|11067|890972|19213|1988359|22599|1261051|18792|4360261|37455|2040767|27134|517829|14636|419481|14768
03000C2US1|7362715|16343|128341|8367|1749|640|1139|655|2662|1206|4552|1266|8702|2274|11046|1971|13212|2680|22121|2613|15099|2531|38409|4092|48267|4596|58707|4980|58008|4215|109237|6834|1505243|24318|236241|9373|402297|12342|711361|15440|589219|12716|1889109|23523|1086839|16082|229020|8981|192135|6367
03000C2US2|18202897|17066|324854|10987|5697|1351|4222|1164|5123|1544|11005|2358|21121|3348|19509|3564|32044|3803|79755|6124|30085|4138|117611|6761|114887|7025|143477|5886|173046|7628|303868|10887|4170222|29514|570947|14882|998472|19437|1674795|21301|1604277|23807|4480016|37770|2419147|21601|536748|12256|361969|10980
03000C2US3|18102226|27016|240465|10219|4174|1102|3129|1261|3365|1055|4301|1135|11836|2165|11813|1492|14064|2486|57972|6295|18951|2963|104418|6673|97328|5452|159110|7880|196192|8923|294530|9848|4273409|39932|628192|13987|1269896|19534|2242070|23646|1757976|19435|4132655|36629|1913819|24210|377951|11941|284610|9113
03000C2US4|6341664|14368|69207|5348|1425|647|875|461|982|502|1549|737|2716|972|2208|886|2848|1110|13809|2613|6475|1530|34645|3155|28732|3480|53888|4352|57782|4482|88750|5540|1357257|17376|216568|7478|467559|11027|802345|13314|686318|14605|1568836|19291|641732|13655|131846|5918|103312|5956
03000C2US5|30875313|30282|566491|19436|11821|2434|7561|2019|13729|3046|18525|3214|42614|4787|33416|5031|55350|6001|177561|11073|76021|6232|188985|8740|300893|11421|347745|10596|367602|12976|594163|16254|6722139|52227|1227683|21799|1968499|25287|3616560|39571|2901041|30857|6940889|48945|3421145|33200|721961|15881|552919|14444
03000C2US6|5980956|14075|75925|5793|3224|1283|1356|692|1634|992|1634|987|3798|1142|2878|1249|6522|1435|16428|2337|15564|2584|51263|4740|62118|4440|90392|5577|93070|5405|105060|5752|1454895|19684|322848|9861|416792|9915|766274|14216|575719|12021|1174830|18242|531946|14003|119532|5288|87254|5486
03000C2US7|12897557|34024|284122|12219|4142|1572|3309|1110|7479|2039|13299|2538|31718|3843|16745|2717|31760|3613|141751|9074|41996|4946|99154|7117|182232|8206|150341|7545|169516|8987|247680|11842|2781122|28611|599028|15740|919560|19230|1700165|23822|1049859|20214|2832292|33227|1210101|20001|209746|10653|170440|9500
03000C2US8|7620575|28203|118944|8282|2123|900|2735|1147|1962|1037|3767|1358|9973|2124|6148|1758|11905|2273|47545|6094|14217|2480|38574|4556|61134|4981|63118|5434|85254|6595|155725|9041|1492117|25168|313368|11608|580650|12982|1082532|17816|732034|16017|1759725|24312|758525|18260|154303|8131|124197|6860
03000C2US9|18797795|31880|590299|17856|6583|1462|8711|1672|14467|2519|30704|3370|71622|5259|46524|4518|65897|6241|332887|11522|55935|4862|147994|7829|235944|11259|171014|7444|224686|8891|519887|13696|3670139|35115|569758|15640|1283934|19764|2529066|32924|1655562|22446|4070740|35010|1764652|24372|424980|10958|305810|10593
03000E0US1|883856|2434|7514|1453|225|325|68|114|0|213|0|213|578|633|47|79|79|52|665|531|468|281|5024|1346|4040|1094|8365|1632|8266|1513|11523|2047|218393|6770|35056|3321|57468|3547|96797|5469|84005|5034|199552|6817|104540|5274|22904|2128|18279|2283
03000E0US2|1706959|3206|21960|2893|421|343|60|60|799|488|162|118|285|130|469|280|995|462|1891|637|3728|813|25798|2067|17262|1688|25522|1995|32554|3005|27542|2129|569281|9101|98598|4158|101825|3788|161954|5717|191722|6938|252824|7478|129702|5723|21535|1990|20070|2369
03000E0US3|3825641|6067|41816|3053|585|323|428|278|613|341|1716|823|2572|1052|2245|939|1295|497|7415|1554|6051|1404|52762|5043|31595|2819|51810|3480|60895|3939|66301|3845|1220035|15613|194399|6564|310087|7799|467263|10745|421137|8362|573339|11019|238471|7144|38968|2856|33843|2553
03000E0US4|2092822|7161|31194|3293|356|293|503|381|1264|697|1406|721|1733|914|1095|524|2520|910|10263|1881|2503|793|21782|2837|14940|1960|24400|2311|30072|2926|36177|3087|574057|10219|100052|4432|161010|5851|276828|7054|264207|7309|352497|8366|135199|5099|26333|2589|22431|2110
03000E0US5|3094916|10493|52059|4372|625|477|789|471|656|400|3145|1113|5202|1402|3902|1289|6291|1453|17648|2668|10550|1976|27306|2661|48915|4312|62204|4646|67266|4660|59025|4282|837306|16322|181620|7730|220099|9478|403861|9407|325503|9754|463708|12794|220131|7581|46702|3213|30403|3309
03000E0US6|2421202|9221|42088|3562|273|258|462|300|1178|632|1436|813|2858|987|2147|808|4574|1959|10900|1996|9922|1381|35355|3282|36974|3351|50223|3804|56250|4011|47733|3686|691918|13018|174569|7311|174735|8537|310734|8303|241112|9887|313328|9103|150506|6987|32780|3333|29147|2920
03000E0US7|2275150|8492|43394|3698|107|99|702|466|1259|1017|3549|1519|6373|1490|4608|1215|6065|1639|25287|3414|9665|1428|26460|2911|38214|3653|44344|4249|54321|3927|45236|3832|646341|10834|153971|6138|169679|7371|318981|8228|185227|7480|320645|9260|129037|6648|22530|2740|19155|2699
03000E0US8|1756368|7586|23310|2674|624|405|607|506|647|537|1812|965|3166|892|2530|1239|3477|897|14114|2456|3777|1800|14060|2220|17698|1989|21803|2929|30657|3305|32781|3351|397828|10856|86578|5102|132481|6163|267585|9386|168999|6804|327949|10380|146077|6942|30726|3396|27082|3033
03000E0US9|1554201|4670|23536|2957|317|261|401|296|519|301|1220|591|1902|857|1440|622|4769|1586|12285|1919|2825|957|8341|1851|13885|2390|18824|2203|23462|2539|29608|3057|346521|8934|79019|5878|131069|6341|251934|8582|166677|6903|269221|9382|117365|5793|29265|2605|19796|2177
03000E1US1|197766|7886|2554|909|0|213|0|213|0|213|0|213|438|503|0|213|0|213|51|65|185|244|1866|919|883|497|1817|869|1259|554|3340|1524|47408|4357|10178|2209|13672|1897|22633|3081|17469|2617|42988|3674|23346|3476|4130|1069|3549|1281
03000E1US2|277313|8239|3217|912|0|213|0|213|288|397|0|213|60|14|0|213|275|280|218|179|649|226|2440|947|2342|699|4881|1050|6434|1572|3864|1113|83004|5190|18251|2173|18012|2330|26697|2940|31009|2469|43842|3723|23625|2733|4253|1064|3952|946
03000E1US3|1133245|17898|15837|2145|218|236|266|226|362|260|726|637|1560|809|628|490|417|288|3717|1207|2495|723|8991|1866|12251|2180|18807|2641|22908|2776|19683|2662|341705|11028|68872|4907|91575|4745|142093|6724|112855|5505|163057|6493|77714|4188|12235|1928|14273|1975
03000E1US4|1013639|20124|20057|2710|244|283|424|365|914|604|1320|724|1379|621|704|433|1686|699|7322|1543|1904|766|10921|2080|8918|1931|14299|2152|15432|2426|19472|2541|271454|10318|52244|3806|72140|4362|134291|6075|116844|5753|170702|6688|66125|3864|13048|1767|11795|1596
03000E1US5|727392|12434|12892|1700|235|339|86|119|0|213|1617|904|1069|582|1085|566|1949|904|5828|1610|2761|1148|5349|1194|12166|2262|12174|1935|16692|2646|15970|2274|199600|8035|42720|3766|48371|4615|92051|5913|70904|4904|112194|6874|51639|4455|12902|2234|7138|1373
03000E1US6|695597|13268|11677|2371|237|248|254|238|516|439|437|493|755|477|1023|525|709|398|4059|1089|2776|804|7463|1571|11169|1896|12718|2215|14733|2436|14440|2025|178889|8765|43677|4387|52356|4232|92815|5654|68917|4848|100740|4991|51644|4486|12414|2124|11179|1744
03000E1US7|959368|15935|23894|2914|34|57|263|330|929|980|1130|728|4356|1354|2301|992|2830|1369|11988|2355|4261|1150|11641|2163|14561|2130|17107|2350|23100|2406|20351|2619|258103|8373|59666|3777|69120|4667|140123|7240|76773|4677|137364|7392|59478|4232|10317|2055|9678|2139
03000E1US8|683276|14130|10434|1797|431|347|130|124|224|339|986|711|1634|866|1383|977|1386|577|4892|1483|1347|811|6974|1615|6510|1316|8440|1953|12134|2152|13786|2584|148099|8088|34980|3212|57755|4092|101768|6522|66820|4667|125891|6712|53475|3991|10861|1948|12936|1968
03000E1US9|454579|11088|6323|1863|73|84|44|80|156|180|658|423|810|642|294|305|2261|1169|4127|1277|234|171|2818|984|4663|1594|7501|1518|6639|1290|8144|1491|94319|6315|22480|2695|36177|3265|68489|4255|51305|3915|83156|5931|38164|3520|7726|1426|8018|1396
03000E2US1|686090|7791|4960|1143|225|325|68|114|0|213|0|213|140|267|47|79|79|52|614|518|283|138|3158|858|3157|970|6548|1402|7007|1471|8183|1391|170985|6416|24878|2535|43796|3069|74164|4527|66536|4056|156564|6418|81194|4183|18774|1912|14730|1851
03000E2US2|1429646|8225|18743|2662|421|343|60|60|511|274|162|118|225|129|469|280|720|400|1673|611|3079|809|23358|1984|14920|1543|20641|1875|26120|2427|23678|2022|486277|8299|80347|3326|83813|3783|135257|4592|160713|6450|208982|6802|106077|5136|17282|1557|16118|2120
03000E2US3|2692396|19922|25979|2317|367|220|162|151|251|218|990|492|1012|594|1617|758|878|428|3698|943|3556|1189|43771|4743|19344|2097|33003|2408|37987|2842|46618|3182|878330|12593|125527|4686|218512|6828|325170|8632|308282|7543|410282|9829|160757|5890|26733|2114|19570|2002
03000E2US4|1079183|21890|11137|1824|112|99|79|83|350|271|86|78|354|610|391|252|834|506|2941|1043|599|293|10861|1918|6022|1018|10101|1077|14640|1569|16705|1764|302603|7854|47808|3021|88870|4613|142537|6116|147363|4929|181795|6965|69074|3775|13285|1620|10636|1434
03000E2US5|2367524|15112|39167|4020|390|334|703|450|656|400|1528|729|4133|1347|2817|1165|4342|1180|11820|2052|7789|1405|21957|2383|36749|3482|50030|4489|50574|3944|43055|3787|637706|14220|138900|6677|171728|8003|311810|8758|254599|8579|351514|9965|168492|5848|33800|2915|23265|2776
03000E2US6|1725605|13092|30411|2725|36|45|208|197|662|509|999|635|2103|950|1124|584|3865|1922|6841|1658|7146|1094|27892|2736|25805|2753|37505|3323|41517|3219|33293|3323|513029|11750|130892|5911|122379|6455|217919|6016|172195|8201|212588|7634|98862|5493|20366|2534|17968|2278
03000E2US7|1315782|15020|19500|2951|73|83|439|339|330|218|2419|1300|2017|756|2307|890|3235|937|13299|2666|5404|992|14819|2109|23653|2865|27237|3442|31221|3024|24885|2792|388238|8449|94305|4573|100559|5335|178858|6519|108454|5649|183281|6882|69559|4325|12213|1912|9477|1420
03000E2US8|1073092|15892|12876|2102|193|161|477|538|423|407|826|589|1532|637|1147|701|2091|726|9222|1992|2430|1570|7086|1573|11188|1853|13363|2316|18523|2924|18995|2634|249729|8908|51598|4000|74726|4685|165817|7824|102179|5588|202058|7654|92602|5700|19865|2769|14146|2407
03000E2US9|1099622|11360|17213|2645|244|249|357|277|363|246|562|375|1092|578|1146|526|2508|1251|8158|1500|2591|944|5523|1359|9222|1870|11323|1745|16823|2296|21464|2560|252202|9207|56539|5008|94892|5292|183445|7376|115372|5186|186065|7991|79201|4233|21539|2154|11778|1544
03000G0US1|494121|1575|4261|1214|167|177|13|22|36|46|0|213|173|189|123|106|58|67|402|143|463|215|5193|942|3609|887|5745|1024|6147|1219|6224|956|139107|4761|21729|2244|32321|2426|60347|3502|48610|2939|96627|4406|43864|2372|9185|1417|9717|1340
03000G0US2|548810|1226|6124|852|177|143|0|213|19|31|101|82|115|36|409|330|223|137|806|351|758|352|8785|1251|6281|1128|9341|1117|9894|1123|8019|1001|188770|4362|32946|2130|33592|2374|52446|2658|62701|2892|74893|3412|40595|2367|6533|936|5282|844
03000G0US3|2114707|5510|25075|2679|149|115|484|291|339|278|369|331|979|408|562|324|653|344|2392|579|4054|898|41932|2346|18662|1828|34053|3088|38841|3208|42133|3271|691004|8378|119905|4653|171998|5125|261581|5392|244121|6000|272788|6905|109261|4509|19837|1778|13535|1741
03000G0US4|2243538|7982|24113|2332|675|429|99|92|437|312|200|172|1080|559|612|227|1456|749|6111|1067|3149|842|31379|2717|16570|1747|31054|2194|36134|2444|35401|2485|681633|10554|103806|4406|182718|5056|295579|5950|287483|6933|350588|8129|116363|4791|22312|2001|14586|1342
03000G0US5|2491294|13019|44148|3695|841|409|254|156|576|406|1069|507|2717|806|2897|957|6001|1299|13182|2058|13624|1852|33610|2855|50398|4271|61303|4640|62874|4193|47880|3125|771255|13396|174302|6511|173913|8323|304927|8319|232166|8442|305209|8202|139996|7032|26547|2148|21605|2295
03000G0US6|1637847|9637|27014|2762|500|303|674|546|109|151|714|319|1824|589|2168|670|2611|737|7788|1260|10501|1734|36935|3610|32358|2729|42074|3691|51520|4452|35347|3429|511021|11662|121572|5845|111184|5884|197429|6288|157720|5750|171762|7115|89885|4500|16179|2113|8958|1967
03000G0US7|1942431|10773|41646|3790|740|524|304|273|641|340|1717|917|5200|1213|3335|1054|5176|1612|21340|2914|11992|1865|24538|2395|38045|3407|41974|3480|45431|3173|40636|2931|578603|11129|133923|5930|158675|6676|277382|9755|151576|6841|247471|7007|88044|4771|14449|1928|9593|1254
03000G0US8|921734|6538|8582|1350|8|24|187|181|132|150|210|166|466|241|234|165|1310|476|3092|949|1646|582|9653|1691|9652|1619|14351|2046|15988|1731|15693|2146|228464|8801|49310|3114|68330|3883|158309|6344|86383|4306|163796|5757|64538|4304|11791|2068|9609|1632
03000G0US9|496535|4224|7603|1826|159|231|70|71|36|78|228|187|526|341|534|310|573|387|4375|2096|1025|430|3255|876|4985|1126|6930|1193|9317|1544|10134|1754|125771|5455|23885|2321|40348|2842|79098|3447|49262|3800|80871|4173|33253|3128|8842|1640|5455|1041
03000H0US1|1377977|2938|11775|2045|392|341|81|117|36|46|0|213|751|669|170|136|137|87|1067|550|931|359|10217|1728|7649|1344|14110|1889|14413|1955|17747|2322|357500|8068|56785|4165|89789|4575|157144|6289|132615|5630|296179|7929|148404|6090|32089|2894|27996|2820
03000H0US2|2255769|3619|28084|2918|598|378|60|60|818|491|263|163|400|137|878|370|1218|461|2697|778|4486|926|34583|2321|23543|2015|34863|2100|42448|3436|35561|2487|758051|9643|131544|4317|135417|4372|214400|6520|254423|7894|327717|7939|170297|5466|28068|2272|25352|2451
03000H0US3|5940348|9029|66891|4249|734|364|912|400|952|428|2085|863|3551|1182|2807|977|1948|564|9807|1718|10105|1705|94694|5904|50257|3348|85863|4107|99736|5047|108434|5409|1911039|18238|314304|8484|482085|9986|728844|11717|665258|10200|846127|13236|347732|8989|58805|3539|47378|3150
